product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_rate_norm,delivery_ontime_norm,cancel_rate_norm
2967219,0,가구,사이드테이블,326,17,326,320,39151000,309,305,3,320,6,0.04956268221574344,0.9902597402597403,0.01875,0.20710403726708074,0.9890967241713511,0.7163219774189779
3696430,0,가구,사이드테이블,324,29,324,316,35425000,295,101,167,316,8,0.0821529745042493,0.376865671641791,0.02531645569620253,0.30356160075477634,0.3024615727333481,0.47304129610126955
3439540,0,가구,사이드테이블,298,38,297,275,91020000,0,0,0,275,20,0.1130952380952381,,0.07272727272727272,1.0,,0.2420628531560749
2791918,0,가구,사이드테이블,278,24,276,271,34224000,250,238,11,271,4,0.07947019867549669,0.9558232931726908,0.014760147601476014,0.14849533588503588,0.9505484625067434,0.4930677360504382
2651904,0,가구,사이드테이블,266,15,262,249,37248000,246,245,1,249,11,0.05338078291814947,0.9959349593495935,0.04417670682730924,0.5806081468732072,0.9954495813614853,0.6878205411017417
2327320,0,가구,사이드테이블,256,15,255,250,31170000,241,213,28,250,5,0.055350553505535055,0.8838174273858921,0.02,0.22546583850931678,0.869944881402118,0.6731165572805302
2870556,0,가구,사이드테이블,245,9,235,228,27918000,234,230,2,228,7,0.03543307086614173,0.9913793103448276,0.03070175438596491,0.38266862809196905,0.9903499742665981,0.8217969895930132
3425190,0,가구,사이드테이블,218,13,218,214,40276000,201,179,22,214,3,0.05627705627705628,0.8905472636815921,0.014018691588785047,0.13760376153712198,0.8774782802405882,0.6662003804170927
1009023,0,가구,사이드테이블,216,5,216,215,49539000,209,198,10,215,1,0.02262443438914027,0.9519230769230769,0.004651162790697674,0.0,0.946182548794489,0.9174111614847691
3338329,0,가구,사이드테이블,205,9,205,201,31674000,195,190,4,201,4,0.04205607476635514,0.979381443298969,0.01990049751243781,0.2240042025895368,0.9769195260809355,0.7723574544409452
3762530,0,가구,사이드테이블,215,18,205,195,33138000,195,158,35,195,10,0.07725321888412018,0.8186528497409327,0.05128205128205128,0.684981684981685,0.7969994586652231,0.5096170922003949
3134637,0,가구,사이드테이블,178,20,178,173,24895000,158,16,134,173,4,0.10101010101010101,0.10666666666666667,0.023121387283236993,0.27131727282518936,0.0,0.3322762319703231
3296060,0,가구,사이드테이블,176,19,175,169,77902000,0,0,0,169,6,0.09743589743589744,,0.03550295857988166,0.45319563379764055,,0.3589570200099905
3756691,0,가구,사이드테이블,171,2,171,170,20036000,168,167,1,170,1,0.011560693641618497,0.9940476190476191,0.0058823529411764705,0.018085495067592255,0.9933368869936035,1.0
2591815,0,가구,사이드테이블,157,2,157,150,22240000,153,151,1,150,3,0.012578616352201259,0.993421052631579,0.02,0.22546583850931678,0.9926355066771406,0.9924013897031945
3426834,0,가구,사이드테이블,146,15,146,139,21277000,129,119,9,139,7,0.09316770186335403,0.9296875,0.050359712230215826,0.6714330399034809,0.9212919776119403,0.3908183337316783
210827,0,가구,사이드테이블,129,8,129,126,13034000,119,114,5,126,2,0.058394160583941604,0.957983193277311,0.015873015873015872,0.16484274869368037,0.9529662611313182,0.6503965768291953
2090814,0,생활용품,욕실잡화,23754,261,21918,21003,314840000,23481,23399,58,21003,811,0.010868207370393504,0.9975273905444004,0.03861353140027615,0.787974961183825,0.9133132214389796,0.6994868149865596
2525098,0,생활용품,욕실잡화,11992,259,11355,11027,123088600,11730,11611,100,11027,294,0.02114113133621745,0.9914610195542652,0.026661830053505035,0.45620734385568346,0.7006333914318872,0.2899731255477149
316468,0,생활용품,욕실잡화,11682,129,10754,10333,154535700,11549,11472,58,10333,346,0.010922021844043688,0.9949696444058976,0.033484951127455725,0.6456105556467489,0.8236416509361758,0.6973415870336408
1991800,0,생활용품,욕실잡화,16146,297,10637,10140,153888700,15808,15646,124,10140,434,0.0180623973727422,0.9921369689283449,0.042800788954635106,0.9042091626286459,0.7243313812525626,0.41270193268946087
3485109,0,생활용품,욕실잡화,7649,85,7102,6851,98287000,7561,7520,4,6851,232,0.010990431859322473,0.9994683678894205,0.033863669537293827,0.6561234107478541,0.9813616036526248,0.6946145311492029
3556350,0,생활용품,욕실잡화,5196,86,5075,4910,101965500,5097,4998,71,4910,153,0.01628171147292692,0.9859932925626357,0.03116089613034623,0.581097046937055,0.5089413157253448,0.48368612910627884
2082947,0,생활용품,욕실잡화,4574,49,4289,4126,52207800,4518,4508,5,4126,134,0.010599178022928835,0.9988920895191669,0.03247697527872031,0.6176301254170723,0.9611579619660852,0.7102112397962925
2116343,0,생활용품,욕실잡화,7912,163,4139,3935,76401600,7736,7675,41,3935,182,0.020185758513931888,0.9946863659927424,0.046251588310038116,1.0,0.8137102430396749,0.32805753564802687
2977526,0,생활용품,욕실잡화,4134,39,3988,3857,47206800,4095,4084,1,3857,116,0.009345794392523364,0.9997552019583843,0.03007518796992481,0.550958843258292,0.9914176686586496,0.7601753742994948
2037337,0,생활용품,욕실잡화,3404,33,3276,3182,38956600,3368,3359,3,3182,85,0.009601396566773349,0.9991076740035693,0.026712759270898806,0.4576210894486223,0.9687161003604281,0.7499862022824597
3521298,0,생활용품,욕실잡화,2492,39,2315,2228,29187500,2447,2408,32,2228,82,0.015408929276965626,0.9868852459016394,0.03680430879712747,0.7377526995285822,0.5402121504339457,0.5184781959349347
2877456,0,생활용품,욕실잡화,2310,40,1827,1760,21191900,2269,2254,10,1760,54,0.01702127659574468,0.9955830388692579,0.03068181818181818,0.5677983085494408,0.8451465391810423,0.4542045479096344
3732650,0,생활용품,욕실잡화,1746,28,1599,1540,32713000,1716,1706,5,1540,55,0.015783540022547914,0.9970777323202805,0.03571428571428571,0.7074947177957318,0.8975487331110111,0.5035449374938912
2292025,0,생활용품,욕실잡화,1745,35,1505,1471,15407850,1710,1691,14,1471,29,0.019662921348314606,0.9917888563049854,0.01971447994561523,0.2633556547811649,0.7121269622218398,0.34889960333780834
2876691,0,생활용품,욕실잡화,1429,23,1381,1325,18262500,1404,1391,3,1325,45,0.01584022038567493,0.9978479196556671,0.033962264150943396,0.6588603014300115,0.9245505949869173,0.5012854654389924
911765,0,생활용품,욕실잡화,943,15,929,892,12150000,930,925,2,892,28,0.015657620041753653,0.9978425026968716,0.03139013452914798,0.5874604821638834,0.924360682784439,0.5085645362060666
3554135,0,생활용품,욕실잡화,1298,20,914,894,12306700,1278,1256,22,894,18,0.015174506828528073,0.9827856025039123,0.020134228187919462,0.2750074581676822,0.39648347601951456,0.5278230720448251
2159838,0,생활용품,욕실잡화,898,3,889,880,8276600,895,877,15,880,9,0.003329633740288568,0.9831838565022422,0.010227272727272727,0.0,0.4104457926668425,1.0
3054467,0,생활용품,욕실잡화,933,7,884,859,10551600,924,924,0,859,24,0.007446808510638298,1.0,0.027939464493597205,0.4916732345859826,1.0,0.8358754103622711
310870,0,생활용품,욕실잡화,889,26,867,843,13724100,862,861,0,843,18,0.02841530054644809,1.0,0.021352313167259787,0.3088203137246959,1.0,0.0
1748587,0,생활용품,욕실잡화,807,18,767,744,10587200,789,788,0,744,21,0.02181818181818182,1.0,0.028225806451612902,0.4996218091357983,1.0,0.2629835905596265
193455,0,생활용품,욕실잡화,976,25,702,681,8441920,948,946,2,681,20,0.024975024975024976,0.9978902953586498,0.02936857562408223,0.5313439710695574,0.9260362372797228,0.13714108530606772
3509731,0,생활용품,욕실잡화,681,9,647,626,6461400,669,667,0,626,18,0.013043478260869565,1.0,0.02875399361022364,0.514283771481682,1.0,0.6127731187836767
2900656,0,생활용품,욕실잡화,789,17,587,568,7717500,770,768,0,568,16,0.02109181141439206,1.0,0.028169014084507043,0.4980453082033828,1.0,0.29193918537807506
3325474,0,생활용품,욕실잡화,608,10,543,524,4029800,597,579,17,524,18,0.016181229773462782,0.9714765100671141,0.03435114503816794,0.6696552570296841,0.0,0.48769167140422043
2715483,0,패브릭,실내화/거실화,45713,369,23216,21940,475150500,45316,45168,45,21940,1123,0.008007464953778048,0.999004711034437,0.051185050136736555,0.4459519786712336,0.9757205006528197,0.981743911421806
1303640,0,패브릭,실내화/거실화,6398,236,5590,5305,122881900,6136,5872,251,5305,250,0.035574314139282484,0.9590070227012902,0.0471253534401508,0.39797537858323667,0.0,0.5123673143687706
3415127,0,패브릭,실내화/거실화,8122,97,3932,3703,87714000,8027,8007,12,3703,205,0.011801922374984791,0.9985035540591096,0.05536051849851472,0.49529674276200664,0.963495065752702,0.9171362553185041
2276662,0,패브릭,실내화/거실화,6887,116,3926,3696,56846100,6773,6764,1,3696,195,0.016564329573040125,0.9998521803399852,0.052759740259740256,0.46456131920581195,0.9963940247877675,0.8360474638733243
3570650,0,패브릭,실내화/거실화,6545,112,3502,3339,104280800,6416,6405,7,3339,155,0.016824395373291272,0.9989082969432315,0.04642108415693321,0.3896524795391758,0.9733685345952441,0.8316193625872351
3761106,0,패브릭,실내화/거실화,6193,115,3200,3102,69358900,6052,6043,2,3102,94,0.018230818008877617,0.9996691480562448,0.030303030303030304,0.19917287435196035,0.991929057961702,0.8076724157937292
1663622,0,패브릭,실내화/거실화,6008,138,3132,2886,116136600,5868,5731,137,2886,214,0.02245362837617963,0.9766530334014997,0.07415107415107415,0.7173593847155965,0.4304642371210455,0.7357712584700715
32691,0,패브릭,실내화/거실화,4893,63,2865,2597,56724400,4827,4824,3,2597,196,0.012711864406779662,0.9993784959602238,0.07547169811320754,0.7329662274019443,0.9848387679858571,0.9016428091315533
3459879,0,패브릭,실내화/거실화,4885,90,2816,2597,58767200,4791,4609,177,2597,161,0.018090452261306532,0.9630171333054743,0.06199460916442048,0.573696962929526,0.09782433159131185,0.8100624022769274
1599969,0,패브릭,실내화/거실화,4074,70,2679,2587,40225000,4002,3997,0,2587,81,0.016891891891891893,1.0,0.031310398144569,0.211077725301948,1.0,0.8304701095115392
190401,0,패브릭,실내화/거실화,4628,69,2315,2070,75395900,4557,4544,11,2070,203,0.014690227804981904,0.9975850713501646,0.09806763285024155,1.0,0.9410892106655693,0.8679575129508518
3331868,0,패브릭,실내화/거실화,3800,99,2118,1989,29552700,3697,3624,73,1989,112,0.02539112592972557,0.9802542602109818,0.0563097033685269,0.5065140001882695,0.5183140847483733,0.6857549292096341
175422,0,패브릭,실내화/거실화,3289,29,1700,1561,28980000,3258,3253,3,1561,109,0.008740204942736588,0.9990786240786241,0.06982703395259449,0.6662588314300883,0.9775235666669942,0.9692676577800626
2101340,0,패브릭,실내화/거실화,2960,65,1677,1619,36313600,2888,2821,62,1619,53,0.021487603305785124,0.978494623655914,0.032736256948733784,0.22792821013912687,0.475388767510603,0.7522196221244902
3095143,0,패브릭,실내화/거실화,3007,21,1608,1527,42395000,2983,2978,5,1527,74,0.006935270805812417,0.9983238350653705,0.04846103470857891,0.41376016519409287,0.9591109247221651,1.0
2567328,0,패브릭,실내화/거실화,2636,70,1506,1378,40209500,2561,2552,4,1378,109,0.025868440502586843,0.9984350547730829,0.07910014513788098,0.7758464139906723,0.9618240652413813,0.6776277657305647
2352542,0,패브릭,실내화/거실화,1540,27,1288,1264,18384300,1509,1499,8,1264,17,0.01723037651563497,0.9946914399469144,0.013449367088607595,0.0,0.8705007442030165,0.824706782706282
3472374,0,패브릭,실내화/거실화,2266,27,1234,1185,31205100,2236,2234,0,1185,39,0.011774967291757523,1.0,0.03291139240506329,0.22999792233132493,1.0,0.9175952154685508
3289894,0,패브릭,실내화/거실화,1375,59,1208,1169,31247800,1320,1317,3,1169,34,0.041143654114365415,0.9977272727272727,0.0290846877673225,0.18477477100226725,0.9445581311119149,0.4175389998325395
585765,0,패브릭,실내화/거실화,2232,19,1051,965,24814600,2211,2209,0,965,71,0.008440693025322079,1.0,0.07357512953367876,0.710552998266862,1.0,0.9743674021732948
2739466,0,패브릭,실내화/거실화,1693,28,1017,981,26743600,1665,1663,2,981,29,0.016269610691458453,0.9987987987987988,0.029561671763506627,0.19041166265787945,0.9706973906177105,0.8410655979659512
2262605,0,패브릭,실내화/거실화,1669,20,946,920,19775000,1643,1623,19,920,20,0.011841326228537596,0.9884287454323996,0.021739130434782608,0.09796659470104153,0.7177259294126791,0.9164653318275047
2715474,0,패브릭,실내화/거실화,1539,29,885,823,25312800,1507,1505,2,823,54,0.018494897959183673,0.9986728599867286,0.06561360874848117,0.6164655017489725,0.9676251860507541,0.8031759661780883
3771951,0,패브릭,실내화/거실화,1060,27,864,848,19692400,1032,1028,2,848,15,0.02483900643974241,0.9980582524271845,0.01768867924528302,0.050099255976450575,0.9526321896878511,0.695155784767375
767358,0,패브릭,실내화/거실화,1178,13,776,704,24013600,1162,1159,2,704,62,0.0109151973131822,0.9982773471145564,0.08806818181818182,0.8818286933434946,0.9579768780176448,0.9322343896475227
1590911,0,가구,독립스프링매트리스,30444,1736,21994,20762,12408246100,28721,16394,11323,20762,1135,0.053946550652579243,0.5914781542013926,0.05466718042577786,0.28796624480584404,0.4384466589102744,0.7623093760739387
858905,0,가구,독립스프링매트리스,16646,1563,12947,11924,4796719400,0,0,0,11924,890,0.08583667417211269,,0.07463938275746394,0.451234908743723,,0.509316995100028
2737888,0,가구,독립스프링매트리스,11347,565,8974,8495,2619862280,10787,9178,1576,8495,421,0.047431161853593015,0.853449879114748,0.049558563861094765,0.24620435058732543,0.7985524865644849,0.8139975962282641
111255,0,가구,독립스프링매트리스,7555,243,5888,5651,2336862900,7308,3879,3404,5651,203,0.031161836368299563,0.5326101881092956,0.035922845514068304,0.1347351455702998,0.35752686629171665,0.9430662525112277
2166667,0,가구,독립스프링매트리스,5658,570,4039,3709,1553669500,0,0,0,3709,289,0.09152215799614644,,0.07791857643569695,0.4780416455145218,,0.46421262011227016
2705544,0,가구,독립스프링매트리스,2493,99,2030,1943,509748850,2394,2119,271,1943,79,0.03819444444444445,0.8866108786610879,0.040658775090066906,0.17345039997919603,0.8441355325646787,0.8872748015765692
2646363,0,가구,독립스프링매트리스,1965,142,1524,1462,958857450,1824,1305,517,1462,55,0.06739439962031324,0.7162458836443468,0.03761969904240766,0.14860657566445176,0.6099521390931134,0.6556242035552232
2774237,0,가구,독립스프링매트리스,1493,103,1190,1128,503426600,1390,702,664,1128,53,0.06453634085213032,0.513909224011713,0.04698581560283688,0.22517266045128778,0.33182055712221004,0.6782979035264091
2663584,0,가구,독립스프링매트리스,1353,81,1080,1036,461575580,1271,1031,234,1036,40,0.056485355648535567,0.8150197628458498,0.03861003861003861,0.15670239881738451,0.7457265228829607,0.7421683966775425
29361,0,가구,독립스프링매트리스,996,81,975,922,740620600,915,268,620,922,45,0.07520891364902507,0.30180180180180183,0.04880694143167028,0.24005999115215249,0.040258103762926954,0.593629695786482
1270811,0,가구,독립스프링매트리스,1058,26,846,823,228444000,1031,1003,26,823,16,0.023985239852398525,0.9747327502429544,0.019441069258809233,0.0,0.9652676872310707,1.0
627722,0,가구,독립스프링매트리스,1019,95,819,759,293668600,922,233,622,759,52,0.08527827648114901,0.27251461988304093,0.06851119894598155,0.40113826108063066,0.0,0.5137469046072992
3711140,0,가구,독립스프링매트리스,944,110,683,628,390413800,0,0,0,628,46,0.10436432637571158,,0.0732484076433121,0.43986397204446326,,0.36233246423190846
3837622,0,가구,독립스프링매트리스,777,20,680,647,218899400,757,628,39,647,33,0.025094102885821833,0.9415292353823088,0.05100463678516229,0.2580257005991203,0.9196261997618553,0.9912031103037942
2689942,0,가구,독립스프링매트리스,806,52,656,624,212846780,754,633,121,624,32,0.06060606060606061,0.8395225464190982,0.05128205128205128,0.26029350729924605,0.7794080019104968,0.7094778065060527
145632,0,가구,독립스프링매트리스,656,51,649,619,166833000,0,0,0,619,28,0.07213578500707214,,0.045234248788368334,0.21085396044780833,,0.6180095992287051
29359,0,가구,독립스프링매트리스,602,44,595,556,248725400,558,153,403,556,36,0.06811145510835913,0.2751798561151079,0.06474820143884892,0.37037652708715946,0.0036636285826644344,0.6499356217878927
2646351,0,가구,독립스프링매트리스,776,61,588,559,499652810,715,477,236,559,27,0.07287933094384708,0.6690042075736325,0.04830053667262969,0.23592023595404057,0.5450138223078068,0.6121108620603481
1074923,0,가구,독립스프링매트리스,658,56,458,429,128297800,605,462,132,429,24,0.0784313725490196,0.7777777777777778,0.055944055944055944,0.29840444067538535,0.6945337620578779,0.5680651178004223
1244547,0,가구,독립스프링매트리스,740,59,458,435,246187800,682,459,220,435,19,0.07384230287859825,0.6759941089837997,0.04367816091954023,0.19813326079264626,0.5546221273008823,0.6044713631905954
3024003,0,가구,독립스프링매트리스,592,70,429,395,222159700,0,0,0,395,31,0.10574018126888217,,0.07848101265822785,0.48263944645193774,,0.35141746087406234
3482141,0,가구,독립스프링매트리스,473,55,423,406,225505200,418,394,19,406,16,0.10416666666666667,0.9539951573849879,0.03940886699507389,0.16323265727232947,0.9367618320967277,0.3639005484816684
259676,0,가구,독립스프링매트리스,399,38,399,385,574770000,362,272,86,385,14,0.08695652173913043,0.7597765363128491,0.03636363636363636,0.13833852049559997,0.6697892902692701,0.5004329623325123
853658,0,가구,독립스프링매트리스,565,39,390,372,127818600,0,0,0,372,17,0.06456953642384106,,0.0456989247311828,0.21465259111895008,,0.678034554696175
3676050,0,가구,독립스프링매트리스,486,35,372,352,99644000,451,447,0,352,17,0.0671785028790787,1.0,0.048295454545454544,0.2358786906051567,1.0,0.6573369667740918
2499830,0,패브릭,매트,17852,363,12954,12411,392796800,17454,17225,208,12411,493,0.019928630249794126,0.9880686055182699,0.03972282652485698,0.6132083269461764,0.9381327153042665,0.7799381825483909
2642212,0,패브릭,매트,13160,195,11393,11034,340208800,12953,12898,28,11034,323,0.014601272931486334,0.9978338233018722,0.0292731557005619,0.36247327133293417,0.9887678283800316,0.879403385183161
2100156,0,패브릭,매트,5529,81,5351,5258,138019800,5440,5434,0,5258,85,0.014438502673796792,1.0,0.016165842525675163,0.04796930722676247,1.0,0.8824424110447014
1919086,0,패브릭,매트,6008,152,5131,4835,189138700,5852,5818,24,4835,270,0.024675324675324677,0.9958918178705922,0.055842812823164424,1.0,0.9786980412246715,0.6913143312331762
3052786,0,패브릭,매트,5277,165,5012,4812,200705000,5097,5041,52,4812,183,0.03031973539140022,0.9897899077164736,0.038029925187032416,0.5725879362923103,0.9470581006233693,0.5859295368438531
2077817,0,패브릭,매트,5678,130,4483,4266,210724600,5525,5490,14,4266,188,0.022382920110192838,0.9974563953488372,0.04406938584153774,0.7175020229217839,0.9868107694077297,0.7341150053700742
2307754,0,패브릭,매트,5445,110,3890,3730,160538900,5317,5291,16,3730,149,0.019801980198019802,0.9969851140003768,0.03994638069705094,0.618572406709082,0.9843670569479971,0.7823028208316436
3492293,0,패브릭,매트,2997,107,2997,2953,57645000,2889,2327,556,2953,42,0.034471649484536085,0.807145334720777,0.014222824246528954,0.0013474753556005613,0.0,0.5084106185657951
3290960,0,패브릭,매트,3001,83,2756,2690,73386600,2916,2873,38,2690,59,0.026913099870298315,0.986946066643765,0.021933085501858737,0.18635165559762784,0.9323120685862853,0.6495336227280037
3685048,0,패브릭,매트,2463,80,2028,1968,48690800,2381,2286,92,1968,55,0.031458906802988594,0.9613120269133726,0.027947154471544715,0.3306564804032276,0.7993931179698798,0.5646604706785361
2724016,0,패브릭,매트,2105,38,1961,1899,59203320,2065,2049,0,1899,47,0.01773215118992067,1.0,0.024749868351764088,0.25393906733498167,1.0,0.8209478655337137
3723105,0,패브릭,매트,2230,44,1837,1787,45936000,2183,2138,38,1787,48,0.019349164467897976,0.9825367647058824,0.026860660324566313,0.3045865519866577,0.9094487277824799,0.7907571830344562
3108481,0,패브릭,매트,2347,47,1787,1719,54416700,2298,2287,7,1719,61,0.019632414369256473,0.9969485614646905,0.035485747527632346,0.5115415609905621,0.9841775228465874,0.7854687243951077
3018283,0,패브릭,매트,2175,45,1764,1671,80097600,2121,2094,19,1671,86,0.02027027027027027,0.9910080454330336,0.05146618791143028,0.8949848938695167,0.9533744514090571,0.7735595426647794
2701631,0,패브릭,매트,1764,116,1754,1709,58365200,1646,1408,238,1709,36,0.06170212765957447,0.8554070473876063,0.021064950263311878,0.16552114897432033,0.2502491324073183,0.0
3368184,0,패브릭,매트,2091,35,1723,1652,53153200,2054,2035,13,1652,64,0.016462841015992474,0.99365234375,0.0387409200968523,0.589647932846455,0.9670858040130396,0.8446467064622676
576217,0,패브릭,매트,1799,55,1615,1541,57583800,1740,1737,0,1541,70,0.0296655879180151,1.0,0.045425048669695,0.7500305303098381,1.0,0.5981428927547987
2871782,0,패브릭,매트,1878,23,1404,1326,45108900,1848,1848,0,1326,69,0.01209889531825355,1.0,0.05203619909502263,0.9086620506164939,1.0,0.926124391771841
3774699,0,패브릭,매트,1857,34,1398,1352,38883000,1818,1808,0,1352,45,0.017979904812268643,1.0,0.03328402366863906,0.45871220746239244,1.0,0.816322145354282
2493776,0,패브릭,매트,1347,44,1347,1328,34038300,1303,1174,129,1328,19,0.03163191948238677,0.9009976976208749,0.01430722891566265,0.0033727266544310436,0.4866481335269466,0.5614302121870349
2723992,0,패브릭,매트,1310,27,1218,1200,34472900,1282,1258,24,1200,17,0.02019446522064323,0.9812792511700468,0.014166666666666666,0.0,0.9029282034590734,0.7749748719117929
2077183,0,패브릭,매트,1276,80,1215,1164,35017200,1199,1186,10,1164,41,0.058997050147492625,0.9916387959866221,0.0352233676975945,0.5052458773865027,0.9566450518514954,0.05050554464543522
2918881,0,패브릭,매트,1219,44,1189,1154,36335000,1175,1073,100,1154,28,0.03483768804433888,0.9147485080988917,0.024263431542461005,0.24226723934310193,0.557949548289757,0.5015764421913653
3280491,0,패브릭,매트,1340,11,1112,1068,24964200,1329,1325,0,1068,44,0.008142116950407105,1.0,0.04119850187265917,0.6486164796640621,1.0,1.0
1652068,0,패브릭,매트,1115,48,1105,1043,53630500,1064,1062,2,1043,54,0.0412725709372313,0.9981203007518797,0.05177372962607862,0.9023642161680203,0.9902532860929304,0.3814330216115217
1335073,0,가구,전신거울,7992,258,5792,5712,503044900,7658,7429,210,5712,71,0.03127272727272727,0.9725094907710433,0.012429971988795517,0.20348829644664768,0.9389133133444414,0.9476019386043003
3575894,0,가구,전신거울,5251,730,4807,4565,614359000,4493,3056,1366,4565,221,0.1220531683664939,0.6910900045228403,0.0484118291347207,0.9001085115027282,0.07773987099355857,0.0
22282,0,가구,전신거울,4788,301,4779,4659,224732700,4424,4125,249,4659,89,0.059147180192572216,0.9430727023319616,0.019102811762180726,0.33267659984962494,0.8488336220984677,0.6566374389154674
2456112,0,가구,전신거울,4700,253,4693,4591,400830200,4412,2920,1325,4591,94,0.05108015344235817,0.6878680800942285,0.020474842082335003,0.3592395438581327,0.06788044090158944,0.7408442360534082
325976,0,가구,전신거울,3906,185,3896,3808,192678800,3709,2896,735,3808,79,0.045221217306282084,0.7975764252272102,0.02074579831932773,0.36448534290955925,0.40359959984235316,0.8020021151495222
1030260,0,가구,전신거울,3223,229,3218,3136,416354600,0,0,0,3136,76,0.06633835457705678,,0.02423469387755102,0.4320314721774575,,0.5815731331522841
1030323,0,가구,전신거울,3111,214,3098,2997,237581300,0,0,0,2997,78,0.06436090225563909,,0.026026026026026026,0.4667122331355908,,0.6022145580087408
1576400,0,가구,전신거울,3042,279,3017,2915,451899600,0,0,0,2915,86,0.08401084010840108,,0.029502572898799314,0.5340192879199527,,0.3971007804330352
2410584,0,가구,전신거울,1885,128,1881,1856,197335000,1741,1131,568,1856,22,0.06358668653750621,0.6656856974690994,0.011853448275862068,0.19232661373361096,0.0,0.6102961260928048
1619024,0,가구,전신거울,1841,187,1832,1774,164062600,1644,1527,98,1774,52,0.09220907297830375,0.9396923076923077,0.029312288613303268,0.5303353235446159,0.8384892563718964,0.3115244022281193
2916622,0,가구,전신거울,954,52,952,937,106493100,899,611,270,937,13,0.05168986083499006,0.6935300794551645,0.013874066168623266,0.23144641973175342,0.08520675879538779,0.7344798705548687
2471373,0,가구,전신거울,872,45,872,863,49958200,802,791,6,863,8,0.04907306434023991,0.9924717691342535,0.009269988412514484,0.14231000791209197,1.0,0.7617950212798683
1452227,0,가구,전신거울,816,22,816,789,87844800,785,749,34,789,20,0.026252983293556086,0.9565772669220945,0.025348542458808618,0.45359593548652966,0.8901590204586848,1.0
2961040,0,가구,전신거울,780,45,778,753,102293000,0,0,0,753,25,0.05454545454545454,,0.033200531208499334,0.6056129386457708,,0.7046720605982348
2151919,0,가구,전신거울,776,65,774,741,97867000,0,0,0,741,29,0.07728894173602854,,0.03913630229419703,0.7205313574887144,,0.4672665986645428
1072709,0,가구,전신거울,762,69,759,728,70520300,691,601,67,728,30,0.08303249097472924,0.8997005988023952,0.04120879120879121,0.7606554029911694,0.7161103903261898,0.4073131733728502
1357157,0,가구,전신거울,751,90,734,709,110490000,662,614,32,709,21,0.1070154577883472,0.9504643962848297,0.029619181946403384,0.5362768762231355,0.8714529886926539,0.15696953577592443
2648992,0,가구,전신거울,697,36,696,666,143615000,654,594,55,666,24,0.04911323328785812,0.9152542372881356,0.036036036036036036,0.6605092152537408,0.7637061718920507,0.7613757220103771
2033119,0,가구,전신거울,696,34,696,690,69563700,660,506,149,690,6,0.04657534246575343,0.7725190839694657,0.008695652173913044,0.13119067539886328,0.3269214809431491,0.7878672242989422
3421569,0,가구,전신거울,672,34,672,663,60840000,634,556,78,663,8,0.04815864022662889,0.8769716088328076,0.012066365007541479,0.19644874947579974,0.6465572730413223,0.7713401397252536
1335156,0,가구,전신거울,1061,40,636,632,57550900,1009,981,28,632,4,0.03633060853769301,0.9722497522299306,0.006329113924050633,0.08537374110690196,0.93811848589115,0.8948057852240652
762323,0,가구,전신거울,599,34,592,562,42113100,534,523,11,562,22,0.053712480252764615,0.9794007490636704,0.03914590747330961,0.7207173168157142,0.9600012938006227,0.7133669737871369
3432209,0,가구,전신거울,563,31,559,550,31128300,530,467,63,550,8,0.05218855218855219,0.8811320754716981,0.014545454545454545,0.24444471255353806,0.6592887417287443,0.7292743341231547
1312978,0,가구,전신거울,556,32,554,521,43444000,513,507,4,521,22,0.05442176870748299,0.9921722113502935,0.04222648752399232,0.7803583278035833,0.999083321445025,0.7059631420077059
428333,0,가구,전신거울,527,24,526,521,36605000,497,486,10,521,1,0.043557168784029036,0.9798387096774194,0.0019193857965451055,0.0,0.9613414996775665,0.819372107921312
2457539,0,패브릭,홈웨어,2240,96,1538,1419,60298000,2107,2091,16,1419,99,0.0410958904109589,0.992406264831514,0.06976744186046512,0.7225913621262459,0.9565638348362598,0.8009111863152458
3764946,0,패브릭,홈웨어,1232,123,956,865,38681800,1109,1090,19,865,79,0.0907749077490775,0.9828674481514879,0.09132947976878612,0.9459124690338563,0.9020018034265105,0.45956014427898917
3704040,0,패브릭,홈웨어,1330,35,852,818,28788400,1288,1277,5,818,31,0.02564102564102564,0.9960998439937597,0.037897310513447434,0.392507858889277,0.9776911076443057,0.9071035885892386
3703917,0,패브릭,홈웨어,847,18,619,598,19916300,828,824,0,598,21,0.020809248554913295,1.0,0.03511705685618729,0.3637123745819398,1.0,0.9403033624898754
3704250,0,패브릭,홈웨어,564,34,464,447,12751200,529,520,9,447,15,0.056856187290969896,0.9829867674858223,0.03355704697986577,0.3475551294343241,0.9026843100189033,0.692620119964692
3745794,0,패브릭,홈웨어,589,20,435,396,18900600,568,567,0,396,35,0.03284072249589491,1.0,0.08838383838383838,0.9154040404040404,1.0,0.8576335274761526
3347019,0,패브릭,홈웨어,404,40,404,394,11770200,364,327,33,394,6,0.09009009009009009,0.9083333333333333,0.015228426395939087,0.15772298767222626,0.4756666666666665,0.4642656162070906
1577653,0,패브릭,홈웨어,495,23,379,356,15845000,470,452,16,356,20,0.0444015444015444,0.9658119658119658,0.056179775280898875,0.5818619582664526,0.8044444444444445,0.7781976043090281
