product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_rate_norm,delivery_ontime_norm,cancel_rate_norm
3707436,1,패브릭,이불/이불커버,654,46,409,394,49003800,606,561,45,394,15,0.06571428571428571,0.9257425742574258,0.03807106598984772,0.23497289154191867,0.7600983524211741,0.45038961038961045
4037745,1,패브릭,이불/이불커버,134,0,128,125,5422400,133,127,3,125,3,0.0,0.9769230769230769,0.024,0.0,0.925756031912194,1.0
3508402,1,패브릭,이불/이불커버,81,11,68,66,11025000,70,67,2,66,2,0.11956521739130435,0.9710144927536232,0.030303030303030304,0.10525437495978898,0.9066315159029757,0.0
3707457,1,패브릭,이불/이불커버,77,6,44,42,6706300,70,64,6,42,2,0.07228915662650602,0.9142857142857143,0.047619047619047616,0.39441474572844,0.7230155427902121,0.3953997809419496
3607491,1,가구,독립스프링매트리스,1726,219,1222,1117,508638400,0,0,0,1117,88,0.11259640102827763,,0.07878245299910475,0.48510365950639234,,0.2970253428771733
3121605,1,가구,독립스프링매트리스,1150,203,765,656,996454500,0,0,0,656,93,0.15003695491500368,,0.14176829268292682,1.0,,0.0
3116283,1,가구,일반소파,355,96,275,237,377654000,0,0,0,237,32,0.21286031042128603,,0.1350210970464135,0.6103660583374142,,0.24161303511653875
3116271,1,가구,일반소파,293,84,210,187,372654000,0,0,0,187,20,0.22281167108753316,,0.10695187165775401,0.46851512961975056,,0.1987582166355878
3955208,1,가구,일반소파,104,22,83,66,110123000,0,0,0,66,14,0.1746031746031746,,0.21212121212121213,1.0,,0.4063646370403934
3736091,1,가구,일반소파,106,39,73,62,134620000,0,0,0,62,9,0.2689655172413793,,0.14516129032258066,0.6616106443095678,,0.0
3395932,1,가구,선반,108,15,108,108,33060000,0,0,0,108,0,0.12195121951219512,,0.0,0.0,,0.3925891181988743
3395935,1,가구,선반,31,6,31,30,10850000,0,0,0,30,1,0.16216216216216217,,0.03333333333333333,0.2692307692307692,,0.13682432432432434
1243313,1,가구,수납침대,10081,1146,7091,6573,2476989800,0,0,0,6573,449,0.10207535405718357,,0.0683097520158223,0.42428053412789896,,0.5840612122052709
3652507,1,가구,수납침대,719,99,456,433,201086820,0,0,0,433,21,0.12102689486552567,,0.04849884526558892,0.2544900727025701,,0.4358949074093722
3748221,1,가구,수납침대,759,162,357,310,430678200,0,0,0,310,42,0.1758957654723127,,0.13548387096774195,1.0,,0.006920931712716016
3858646,1,가구,수납침대,508,68,355,324,177652360,0,0,0,324,27,0.11805555555555555,,0.08333333333333333,0.5530409607111545,,0.4591253333839863
3898593,1,가구,수납침대,312,67,141,121,186374900,0,0,0,121,15,0.17678100263852242,,0.12396694214876033,0.9012935307287477,,0.0
3865828,1,가구,수납침대,82,9,43,40,83401500,0,0,0,40,3,0.0989010989010989,,0.075,0.48161967092788543,,0.6088780680858952
3764909,1,패브릭,커튼,1115,79,859,815,47924680,1023,993,24,815,40,0.0661641541038526,0.976401179941003,0.049079754601226995,0.10491269802952964,0.8183900015525539,0.8213665780378898
3640346,1,패브릭,패드/스프레드,3186,158,2690,2546,132742800,3016,2915,95,2546,123,0.04724880382775119,0.96843853820598,0.04831107619795758,0.2876350457210794,0.7707799320528022,0.06132376395534289
3640185,1,패브릭,패드/스프레드,566,30,497,465,28529200,530,518,12,465,26,0.050335570469798654,0.9773584905660377,0.05591397849462366,0.3768890291032416,0.8373859525459604,0.0
4037734,1,패브릭,패드/스프레드,152,0,150,146,6444100,150,146,1,146,4,0.0,0.9931972789115646,0.0273972602739726,0.042118096258833775,0.9556554923983158,1.0
3508395,1,패브릭,패드/스프레드,175,9,149,132,19263700,165,151,14,132,10,0.04891304347826087,0.9151515151515152,0.07575757575757576,0.6098421871527007,0.372881332786952,0.02826086956521734
3814509,1,패브릭,패드/스프레드,49,2,43,42,2138800,47,44,3,42,1,0.0392156862745098,0.9361702127659575,0.023809523809523808,0.0,0.529829682681276,0.22091503267973855
3920046,1,생활용품,수건/타월,3399,57,2615,2526,143483600,3335,3292,16,2526,83,0.016493055555555556,0.9951632406287787,0.03285827395091053,0.0,0.9862850790884196,0.8139180617164365
3104973,1,가구,식탁/테이블,1556,250,1388,1269,546320000,0,0,0,1269,107,0.13842746400885936,,0.08431836091410559,0.5717196464674308,,0.4755003699789514
3104998,1,가구,식탁/테이블,391,71,323,296,165232000,0,0,0,296,24,0.15367965367965367,,0.08108108108108109,0.5464754878335126,,0.4032496251700155
3603463,1,가구,식탁/테이블,239,22,237,229,36078000,0,0,0,229,8,0.0842911877394636,,0.034934497816593885,0.1866265626778323,,0.7319478943062872
3104930,1,가구,식탁/테이블,298,71,208,179,171580000,0,0,0,179,24,0.19241192411924118,,0.1340782122905028,0.9597446694918935,,0.21977200996831647
3603645,1,가구,식탁/테이블,94,17,94,90,15105000,0,0,0,90,4,0.15315315315315314,,0.044444444444444446,0.2607846872936037,,0.405743696906797
3749463,1,가구,식탁/테이블,153,48,91,79,69858000,0,0,0,79,11,0.23880597014925373,,0.13924050632911392,1.0,,0.0
3615707,1,가구,전신거울,255,16,255,250,51185000,0,0,0,250,5,0.05904059040590406,,0.02,0.35004644990046446,,0.657750065019342
3615705,1,가구,전신거울,59,7,59,56,6006000,0,0,0,56,3,0.10606060606060606,,0.05357142857142857,1.0,,0.1669366535535588
2237720,1,가구,서랍/수납장,4602,530,3571,3222,1013701800,0,0,0,3222,278,0.10327357755261107,,0.08628181253879579,0.7119119198748419,,0.6580835070361302
2840770,1,가구,서랍/수납장,823,107,578,524,187670900,0,0,0,524,44,0.11505376344086021,,0.08396946564885496,0.6886689704826714,,0.604052534661668
2846233,1,가구,서랍/수납장,761,127,563,520,249699120,0,0,0,520,40,0.14301801801801803,,0.07692307692307693,0.6178409916602501,,0.4757917516091682
3652511,1,가구,서랍/수납장,560,94,310,278,68558000,0,0,0,278,25,0.1437308868501529,,0.08992805755395683,0.7485627739173387,,0.472522109131445
3531822,1,가구,서랍/수납장,281,42,160,145,54770000,0,0,0,145,15,0.13003095975232198,,0.10344827586206896,0.8844635556182151,,0.5353581619388481
3752134,1,가구,서랍/수납장,104,20,98,87,41880000,0,0,0,87,10,0.16129032258064516,,0.11494252873563218,1.0,,0.3919840432753058
3531836,1,가구,서랍/수납장,152,25,84,76,46730000,0,0,0,76,8,0.14124293785310735,,0.10526315789473684,0.9027061520995495,,0.48393333004117023
3116516,1,가구,서랍/수납장,58,19,56,50,36600000,0,0,0,50,5,0.24675324675324675,,0.1,0.8498026223036798,,0.0
3752133,1,가구,서랍/수납장,39,6,37,35,17300000,0,0,0,35,2,0.13333333333333333,,0.05714285714285714,0.41901673682302465,,0.5202115031833388
3764904,1,패브릭,담요,1388,56,1275,1207,34405200,1330,1239,91,1207,62,0.038781163434903045,0.9315789473684211,0.05136702568351284,0.5117465477106361,0.5095117311350664,0.3699313874191158
3640060,1,패브릭,매트/침대커버,1915,37,1721,1672,40799600,1869,1822,40,1672,46,0.018954918032786885,0.9785177228786252,0.02751196172248804,0.11381292008811535,0.8661116923827336,0.9007137318290539
3640383,1,패브릭,매트/침대커버,1320,106,1079,1038,49489800,1209,1158,48,1038,40,0.07433380084151472,0.9601990049751243,0.038535645472061654,0.29158869383209995,0.7496538452429534,0.0
3640210,1,패브릭,매트/침대커버,365,16,294,275,23316800,349,343,6,275,16,0.04199475065616798,0.9828080229226361,0.05818181818181818,0.6084168643354504,0.8933864781696657,0.5259807547374367
3116503,1,가구,일반침대,380,110,182,156,243056600,0,0,0,156,23,0.22448979591836735,,0.14743589743589744,1.0,,0.2563458022183359
3898584,1,가구,일반침대,172,28,77,70,90534300,0,0,0,70,7,0.14,,0.1,0.6352336048006859,,0.6038179827582457
3528498,1,가구,일반침대,133,17,59,56,124600900,0,0,0,56,3,0.11333333333333333,,0.05357142857142857,0.27821321413263117,,0.7134871411895216
3146345,1,가구,일반침대,92,37,36,32,47836000,0,0,0,32,4,0.2868217054263566,,0.125,0.827475353621946,,0.0
2004298,1,가구,옷장/붙박이장,7506,1043,4822,4492,2652884300,0,0,0,4492,284,0.1220025734003977,,0.06322350845948353,0.5779222353191251,,0.5607721430772259
2472954,1,가구,옷장/붙박이장,1204,185,963,900,399654100,0,0,0,900,57,0.1331893448524118,,0.06333333333333334,0.5794201121519775,,0.5136297746276393
3538968,1,가구,옷장/붙박이장,514,176,334,304,648778000,0,0,0,304,28,0.25507246376811593,,0.09210526315789473,0.9718340126642074,,0.0
3538963,1,가구,옷장/붙박이장,398,112,246,223,401999000,0,0,0,223,21,0.2196078431372549,,0.09417040358744394,1.0,,0.14945207559450513
3538952,1,가구,옷장/붙박이장,273,60,191,179,217517500,0,0,0,179,12,0.18018018018018017,,0.0670391061452514,0.6299623167383224,,0.31560487689213856
2472952,1,가구,옷장/붙박이장,128,16,117,111,37290500,0,0,0,111,6,0.1111111111111111,,0.05405405405405406,0.4528621023789988,,0.6066700440398745
2472958,1,가구,옷장/붙박이장,126,11,113,108,51265300,0,0,0,108,5,0.08029197080291971,,0.046296296296296294,0.3470557835288818,,0.7365455200823107
3640320,1,패브릭,베개/베개솜,4623,267,3240,3051,75556100,4336,4177,147,3051,171,0.05460122699386503,0.9660037002775208,0.05604719764011799,0.6057210900922844,0.5322828899667471,0.7353632249049666
3640153,1,패브릭,베개/베개솜,635,21,468,443,14078200,610,597,13,443,21,0.03201219512195122,0.978688524590164,0.04740406320541761,0.5123118023484582,0.7067992172500374,0.8755704055672882
3918631,1,패브릭,베개/베개솜,319,12,295,286,4967100,306,302,1,286,9,0.03625377643504532,0.9966996699669967,0.03146853146853147,0.3400911015589915,0.954594445931079,0.8492434624370545
3508389,1,패브릭,베개/베개솜,168,9,155,141,5085500,158,148,10,141,12,0.05084745762711865,0.9367088607594937,0.0851063829787234,0.9197735701737263,0.12924791880488035,0.7586623827773535
3508407,1,패브릭,베개/베개솜,84,2,81,81,2677800,81,78,3,81,0,0.023255813953488372,0.9629629629629629,0.0,0.0,0.4904487821154478,0.9299201237577919
3814530,1,패브릭,베개/베개솜,43,9,35,34,855700,34,34,0,34,1,0.17307692307692307,1.0,0.029411764705882353,0.31786292498650837,1.0,0.0
3395897,1,가구,사이드테이블,229,39,229,216,81550000,0,0,0,216,13,0.1455223880597015,,0.06018518518518518,0.8157637451115712,,0.0
3164222,1,가구,사이드테이블,158,16,157,151,32870000,0,0,0,151,5,0.09195402298850575,,0.033112582781456956,0.41808234955370005,,0.39987822865253897
3395883,1,가구,사이드테이블,117,19,117,110,29500000,0,0,0,110,6,0.13970588235294118,,0.05454545454545454,0.7329192546583851,,0.04341917092066261
3164220,1,가구,사이드테이블,51,7,50,47,10070000,0,0,0,47,2,0.1206896551724138,,0.0425531914893617,0.5567596141139157,,0.1853718930262771
2591834,1,가구,책상,1993,226,1883,1789,396208000,0,0,0,1789,87,0.10184767913474538,,0.048630519843487985,0.45349408742563735,,0.6285454506815251
2238147,1,가구,책상,1861,188,1514,1424,269017600,0,0,0,1424,72,0.09175207418252807,,0.05056179775280899,0.47592346073626957,,0.6818383691061922
1389872,1,가구,책상,1589,161,1490,1396,192430200,0,0,0,1396,82,0.092,,0.05873925501432665,0.570894381681979,,0.6805296124315368
2954161,1,가구,책상,2478,346,819,742,539290600,0,0,0,742,71,0.12252124645892351,,0.09568733153638814,1.0,,0.5194133340655405
3603639,1,가구,책상,158,25,153,142,28966000,0,0,0,142,10,0.1366120218579235,,0.07042253521126761,0.7065810437440105,,0.4450306153049094
2957725,1,가구,입식화장대,1001,83,460,443,107567800,0,0,0,443,15,0.07656826568265683,,0.033860045146726865,0.1621408758637163,,0.7737018591874834
3752130,1,가구,입식화장대,312,51,171,151,83690000,0,0,0,151,19,0.14049586776859505,,0.12582781456953643,0.7423531714215368,,0.5086233291641202
3116518,1,가구,입식화장대,70,25,43,36,23770000,0,0,0,36,6,0.2631578947368421,,0.16666666666666666,1.0,,0.0
2591870,1,가구,책장/책꽂이,1181,125,1175,1134,153126000,0,0,0,1134,38,0.09571209800918837,,0.03350970017636684,0.2575431782602361,,0.43068657414608646
2086290,1,가구,책장/책꽂이,127,15,125,122,14906800,0,0,0,122,3,0.1056338028169014,,0.02459016393442623,0.16626422799943041,,0.3536245060971156
3652512,1,가구,책장/책꽂이,180,20,118,113,23364000,0,0,0,113,3,0.1,,0.02654867256637168,0.1863068184605924,,0.39738235865013993
3687421,1,가구,책장/책꽂이,73,13,73,66,16053900,0,0,0,66,7,0.1511627906976744,,0.10606060606060606,1.0,,0.0
3104914,1,가구,일반의자/인테리어의자,836,141,812,703,206640000,0,0,0,703,98,0.14431934493346982,,0.13940256045519203,1.0,,0.49135493249304973
3247330,1,가구,일반의자/인테리어의자,104,18,100,88,41990000,0,0,0,88,8,0.14754098360655737,,0.09090909090909091,0.5899380263217355,,0.4771221423219004
3104886,1,가구,일반의자/인테리어의자,104,12,99,94,23520000,0,0,0,94,4,0.10344827586206896,,0.0425531914893617,0.18103934902270025,,0.6719181207311341
2281970,1,가구,책상서랍장,462,40,458,435,63964000,0,0,0,435,21,0.0796812749003984,,0.04827586206896552,0.6211494252873563,,0.4125410124209047
204504,0,가구,깔판,867,73,832,807,50963200,792,701,51,807,23,0.07765957446808511,0.9321808510638298,0.028500619578686492,0.1563945486534805,0.0,0.6133465708697498
706937,0,가구,깔판,399,11,389,379,33092600,388,386,2,379,8,0.026829268292682926,0.9948453608247423,0.021108179419525065,0.0,1.0,1.0
1651054,0,가구,깔판,391,19,362,353,71818200,368,359,9,353,8,0.046341463414634146,0.9755434782608695,0.0226628895184136,0.032891464654109845,0.6919806340540069,0.8515756106656722
550837,0,가구,깔판,126,5,123,119,11186840,122,119,3,119,3,0.03816793893129771,0.9754098360655737,0.025210084033613446,0.08677994098402722,0.6898479724277425,0.9137495676482771
2675123,0,가구,드레스룸,8432,354,5665,5284,1757856300,7979,7717,230,5284,358,0.040291372638288185,0.9710582609789857,0.06775170325510976,0.34029734342313145,0.9632137815975339,0.9738429826942231
3314520,0,가구,드레스룸,11644,1156,5597,4845,1727291500,0,0,0,4845,647,0.0903125,,0.13353973168214656,0.992862852243857,,0.7128069188254442
3152704,0,가구,드레스룸,7817,673,4858,4561,1292825000,7140,4870,2014,4561,270,0.07926972909305065,0.7074375363160953,0.059197544398158296,0.25544681422372223,0.6182740500562237,0.7704337977822178
329673,0,가구,드레스룸,6593,301,4354,4035,1018018800,6248,5645,586,4035,292,0.04366115462721207,0.9059541004654149,0.07236679058240396,0.3860753805827027,0.8780269599677446,0.9562577207683214
1744509,0,가구,드레스룸,11927,485,3833,3495,1121965400,11374,11145,219,3495,305,0.039075088623912346,0.9807286166842661,0.08726752503576538,0.5338789489955261,0.9758671490638209,0.9801901805365134
3357804,0,가구,드레스룸,7541,744,3621,3194,1100011600,0,0,0,3194,363,0.08980084490042245,,0.11365059486537257,0.7955782550737555,,0.7154769992553855
361750,0,가구,드레스룸,4062,280,1943,1839,579630400,3762,3248,188,1839,94,0.06448641179180101,0.9452852153667055,0.0511147362697118,0.17527171359899663,0.9294905322366565,0.8475807787236199
3797222,0,가구,드레스룸,3857,344,1791,1612,756205300,3507,1748,1530,1612,163,0.0818852654129969,0.5332519829164124,0.1011166253101737,0.6712511333178096,0.39035753057584516,0.7567845791045276
3659844,0,가구,드레스룸,3399,281,1535,1405,513068000,3110,666,2169,1405,118,0.07635869565217392,0.23492063492063492,0.08398576512455516,0.5013264713261051,0.0,0.7856250729748376
607338,0,가구,드레스룸,4978,477,1060,995,577350100,4504,3647,754,995,59,0.08744271310724107,0.8286753010679391,0.0592964824120603,0.25642820152058093,0.7769099922024537,0.7277829482381961
2692590,0,가구,드레스룸,1679,96,967,908,124291300,1569,1481,84,908,55,0.054084507042253524,0.9463258785942492,0.0605726872246696,0.26908714970328085,0.9308522085418592,0.9018632872509709
3331454,0,가구,드레스룸,1322,85,815,719,317811700,1217,1207,1,719,83,0.06041222459132907,0.9991721854304636,0.11543810848400557,0.8133089845386292,1.0,0.8688419906628335
1564738,0,가구,드레스룸,1504,55,779,720,99731600,1443,1379,62,720,53,0.03527902501603592,0.9569743233865371,0.07361111111111111,0.39841806174166794,0.9447853759462097,1.0
2597424,0,가구,드레스룸,1884,71,744,648,165215400,1806,1648,153,648,87,0.03631713554987212,0.915047196002221,0.13425925925925927,1.0,0.8899249999923151,0.9945826033537033
3787827,0,가구,드레스룸,631,32,535,514,49271100,585,552,32,514,19,0.048265460030165915,0.9452054794520548,0.03696498054474708,0.03491726363107751,0.9293862002080233,0.9322300783974139
568119,0,가구,드레스룸,1280,105,460,426,131633400,1158,1129,24,426,30,0.07581227436823104,0.9791847354726799,0.07042253521126761,0.3667898961886818,0.9738470272720413,0.7884765813013723
3582684,0,가구,드레스룸,1055,143,406,386,153657000,912,550,311,386,20,0.11936560934891485,0.6387921022067363,0.05181347150259067,0.18220261765063983,0.5284535792131277,0.5611927968015773
346673,0,가구,드레스룸,457,68,400,382,26200200,388,300,87,382,18,0.1295238095238095,0.7751937984496124,0.04712041884816754,0.13565122575488442,0.7069310663073746,0.5081820645469635
1573636,0,가구,드레스룸,758,69,385,362,132013400,0,0,0,362,22,0.08343409915356712,,0.06077348066298342,0.27107886271511616,,0.7487019651261974
1167348,0,가구,드레스룸,637,73,379,346,94436900,0,0,0,346,29,0.1028169014084507,,0.0838150289017341,0.49963290225611967,,0.6475524974067925
3740463,0,가구,드레스룸,954,280,337,298,182603700,672,190,426,298,33,0.22690437601296595,0.30844155844155846,0.11073825503355705,0.7666901340941864,0.09619990102980894,0.0
328606,0,가구,드레스룸,393,56,334,299,28027100,337,222,113,299,10,0.12472160356347439,0.6626865671641791,0.033444816053511704,0.0,0.5597187627008195,0.5332424541840948
3095331,0,가구,드레스룸,777,44,322,297,106638900,731,526,185,297,22,0.0535931790499391,0.739803094233474,0.07407407407407407,0.403010290277991,0.6606234020409045,0.9044272903422023
2041213,0,가구,드레스룸,715,76,308,293,101379600,636,343,279,293,14,0.09608091024020228,0.5514469453376206,0.04778156996587031,0.1422093249386835,0.41416508766757815,0.6827043764937947
328547,0,가구,드레스룸,331,36,308,293,24108900,296,213,80,293,13,0.09809264305177112,0.726962457337884,0.04436860068259386,0.10835535347636949,0.6438218176842563,0.6722061162108894
2197502,0,가구,책상서랍장,880,84,878,844,92807100,0,0,0,844,25,0.08713692946058091,,0.02962085308056872,0.38112164296998424,,0.3349184071969037
3270662,0,가구,책상서랍장,802,54,802,778,63597300,0,0,0,778,21,0.0630841121495327,,0.02699228791773779,0.3473007712082262,,0.5853380487709103
1262292,0,가구,책상서랍장,509,13,504,485,87662000,488,467,20,485,15,0.02490421455938697,0.9589322381930184,0.030927835051546393,0.39793814432989694,0.9638374736805496,0.9828381065069706
2324251,0,가구,책상서랍장,406,55,402,393,30607200,351,108,242,393,7,0.1193058568329718,0.30857142857142855,0.017811704834605598,0.22917726887192535,0.0,0.0
3306923,0,가구,책상서랍장,229,24,229,216,34419000,199,152,44,216,10,0.09486166007905138,0.7755102040816326,0.046296296296296294,0.595679012345679,0.6920052424639581,0.25449438668748137
746814,0,가구,책상서랍장,214,9,212,210,17841000,203,136,57,210,2,0.04035874439461883,0.7046632124352331,0.009523809523809525,0.12253968253968256,0.5870097008567323,0.8219372950974112
851378,0,가구,책상서랍장,209,24,209,193,30515000,185,144,39,193,15,0.10300429184549356,0.7868852459016393,0.07772020725388601,1.0,0.7088631026065227,0.16971949724095647
1343798,0,가구,책상서랍장,203,12,203,201,32564000,191,140,47,201,2,0.05581395348837209,0.7486631016042781,0.009950248756218905,0.12802653399668326,0.6522177229138914,0.661029411764706
392263,0,가구,책상서랍장,182,22,181,176,13614600,162,156,6,176,5,0.10784313725490197,0.9629629629629629,0.028409090909090908,0.36553030303030304,0.9698110248568964,0.11934111880046139
974758,0,가구,책상서랍장,183,8,166,163,10757758,172,167,4,163,3,0.041884816753926704,0.9766081871345029,0.018404907975460124,0.23680981595092027,0.9900333048570618,0.8060489902767389
260099,0,가구,책상서랍장,155,9,155,152,13242000,146,134,11,152,1,0.054878048780487805,0.9241379310344827,0.006578947368421052,0.08464912280701754,0.912272163142141,0.6707733398237343
558190,0,가구,책상서랍장,154,10,154,147,20966000,144,114,29,147,7,0.06097560975609756,0.7972027972027972,0.047619047619047616,0.6126984126984126,0.7241537573224236,0.6072901721664276
321701,0,가구,책상서랍장,126,11,125,119,10624800,115,105,10,119,5,0.08029197080291971,0.9130434782608695,0.04201680672268908,0.5406162464985995,0.8958301371544292,0.40618291112065263
2782108,0,가구,책상서랍장,119,13,119,115,11020000,105,92,11,115,3,0.09848484848484848,0.8932038834951457,0.02608695652173913,0.3356521739130435,0.8664277737048739,0.216772504456328
558250,0,가구,책상서랍장,117,7,117,113,15443000,110,92,18,113,4,0.056451612903225805,0.8363636363636363,0.035398230088495575,0.45545722713864306,0.7821902867774427,0.6543905868799134
974759,0,가구,책상서랍장,126,3,114,114,7173549,120,118,2,114,0,0.023255813953488372,0.9833333333333333,0.0,0.0,1.0,1.0
3026425,0,가구,침대부속가구,672,57,666,648,50587400,612,129,468,648,14,0.07818930041152264,0.21608040201005024,0.021604938271604937,0.30787037037037035,0.13474196800130844,0.7938808373590982
3177647,0,가구,침대부속가구,432,27,432,424,35715300,399,389,8,424,7,0.058823529411764705,0.9798488664987406,0.01650943396226415,0.23525943396226418,1.0,1.0
2714115,0,가구,침대부속가구,200,22,200,190,29813000,176,120,48,190,9,0.0990990990990991,0.7142857142857143,0.04736842105263158,0.675,0.6991488112709129,0.5713278495887192
2990302,0,가구,침대부속가구,202,27,198,196,20798400,175,17,158,196,2,0.11790393013100436,0.09714285714285714,0.01020408163265306,0.14540816326530612,0.0,0.37117903930131013
3189778,0,가구,침대부속가구,147,11,144,141,20171200,135,122,10,141,3,0.06962025316455696,0.9242424242424242,0.02127659574468085,0.30319148936170215,0.937004572681121,0.8850853054485416
3069420,0,가구,침대부속가구,150,15,144,138,26975000,133,97,35,138,6,0.09090909090909091,0.7348484848484849,0.043478260869565216,0.6195652173913043,0.7224439631616033,0.658498023715415
2661848,0,가구,침대부속가구,122,22,122,114,30126000,99,10,84,114,8,0.1527777777777778,0.10638297872340426,0.07017543859649122,1.0,0.010467949104923047,0.0
3007512,0,가구,침대부속가구,111,7,110,110,10494200,104,98,4,110,0,0.059322033898305086,0.9607843137254902,0.0,0.0,0.9784021491060633,0.9946941783345615
3995271,1,가구,드레스룸,156,15,77,73,33572000,0,0,0,73,4,0.08771929824561403,,0.0547945205479452,0.21177227999823267,,0.7263395842107643
1810956,0,가구,선반,935,35,935,920,112284000,898,617,281,920,15,0.03608247422680412,0.6870824053452116,0.016304347826086956,0.13168896321070234,0.6491940002403879,0.9387638778747026
2516204,0,가구,선반,896,57,896,884,156252000,836,746,59,884,11,0.05981112277019937,0.9267080745341615,0.012443438914027148,0.1005046989209885,0.9228018574141803,0.78783598353378
2969167,0,가구,선반,739,93,739,708,166880000,639,102,514,708,29,0.11177884615384616,0.16558441558441558,0.04096045197740113,0.33083441981747064,0.05374048317005691,0.45729128143491127
3496723,0,가구,선반,727,40,492,461,162802200,684,408,254,461,28,0.05215123859191656,0.6163141993957704,0.06073752711496746,0.49057233439012177,0.5683898975272,0.8365572660716076
1603570,0,가구,선반,472,61,419,400,185239000,415,246,152,400,16,0.11444652908067542,0.6180904522613065,0.04,0.3230769230769231,0.5704180472741912,0.44032327897243473
3135719,0,가구,선반,266,14,266,252,51399000,246,140,105,252,14,0.05,0.5714285714285714,0.05555555555555555,0.4487179487179487,0.5171388753492651,0.8502403846153845
3271746,0,가구,선반,260,12,250,244,56168500,247,201,37,244,5,0.04411764705882353,0.8445378151260504,0.020491803278688523,0.1655107187894073,0.8289787345569205,0.8876555429864253
1593527,0,가구,선반,268,20,247,246,43906000,250,241,9,246,1,0.06944444444444445,0.964,0.0040650406504065045,0.03283302063789869,0.9653822865106446,0.7265625
1428174,0,가구,선반,219,37,216,202,68042600,181,88,90,202,12,0.14453125,0.4943820224719101,0.0594059405940594,0.47981721249047976,0.4291660749643224,0.24896709735576927
1415078,0,가구,선반,218,28,205,200,79237000,192,117,69,200,5,0.11382113821138211,0.6290322580645161,0.025,0.20192307692307693,0.5829115503682495,0.44430112570356484
3362688,0,가구,선반,184,5,184,177,48115700,179,175,1,177,7,0.026455026455026454,0.9943181818181818,0.03954802259887006,0.31942633637548895,1.0,1.0
2660176,0,가구,선반,178,12,178,175,44261600,165,160,3,175,3,0.06315789473684211,0.9815950920245399,0.017142857142857144,0.13846153846153847,0.9854726025519279,0.7665485829959514
3135124,0,가구,선반,158,16,158,148,45310000,139,16,119,148,10,0.09195402298850575,0.11851851851851852,0.06756756756756757,0.5457380457380457,0.0,0.5833885941644563
1593548,0,가구,선반,169,12,153,151,41587000,153,150,2,151,2,0.06629834254143646,0.9868421052631579,0.013245033112582781,0.10697911360163015,0.9914637138282778,0.746573523161921
3292192,0,가구,선반,132,9,132,129,21465000,0,0,0,129,3,0.06382978723404255,,0.023255813953488372,0.1878354203935599,,0.7622749590834698
2003177,0,가구,선반,140,17,131,128,47247000,125,72,53,128,1,0.10828025477707007,0.576,0.0078125,0.06310096153846154,0.5223585948387717,0.4795443410093092
1429839,0,가구,선반,120,27,120,105,67128050,91,40,48,105,13,0.1836734693877551,0.45454545454545453,0.12380952380952381,1.0,0.38368013840165316,0.0
2406912,0,가구,선반,118,17,118,116,35025000,101,49,47,116,2,0.1259259259259259,0.5104166666666666,0.017241379310344827,0.13925729442970822,0.44747465039165746,0.36730769230769245
3158982,0,가구,선반,144,14,111,105,24675000,125,114,8,105,6,0.08860759493670886,0.9344262295081968,0.05714285714285714,0.4615384615384615,0.931614552026275,0.6046738072054527
594941,0,가구,선반,196,9,107,106,17400100,177,175,2,106,1,0.04390243902439024,0.9887005649717514,0.009433962264150943,0.07619738751814223,0.9935857284698358,0.8890243902439025
2431854,0,가구,선반,107,11,105,100,22024000,96,71,21,100,5,0.09322033898305085,0.7717391304347826,0.05,0.40384615384615385,0.7458562035239769,0.5753340938722296
3208320,0,가구,선반,103,4,103,101,21156650,99,94,4,101,2,0.037383177570093455,0.9591836734693877,0.019801980198019802,0.15993907083015993,0.9598829391913429,0.9304906542056075
1052124,0,가구,사이드테이블,1083,53,1082,1052,153269000,0,0,0,1052,28,0.04665492957746479,,0.026615969581749048,0.32265073329712113,,0.738027828863375
3065351,0,가구,사이드테이블,1094,56,1071,1052,114966500,1025,990,24,1052,17,0.04869565217391304,0.9763313609467456,0.016159695817490494,0.16905391682214296,0.973505254791133,0.72279420103183
2193878,0,가구,사이드테이블,1677,100,925,891,239248000,1563,1541,21,891,30,0.056274620146314014,0.9865556978233034,0.03367003367003367,0.4262709914883828,0.9849504080111605,0.6662185656957491
3385955,0,가구,사이드테이블,739,86,739,687,225850000,0,0,0,687,45,0.10424242424242425,,0.06550218340611354,0.8938674767419784,,0.3081475193083629
2831150,0,가구,사이드테이블,578,25,567,555,68756250,545,523,13,555,11,0.04145936981757877,0.9757462686567164,0.01981981981981982,0.22281909238430977,0.9728503007351303,0.7768117497629654
2430842,0,가구,사이드테이블,415,36,414,404,58115300,379,354,25,404,10,0.07982261640798226,0.9340369393139841,0.024752475247524754,0.29527704323227355,0.926160752963415,0.49043700094353737
3768037,0,가구,사이드테이블,394,12,394,386,55052000,371,355,0,386,7,0.029556650246305417,1.0,0.018134715025906734,0.19806584494577284,1.0,0.8656634145838505
3207365,0,가구,사이드테이블,372,24,368,357,50932000,342,297,44,357,6,0.06060606060606061,0.8709677419354839,0.01680672268907563,0.1785583798736886,0.855560905151661,0.6338851402448247
