product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_norm,delivery_norm,score,rank,score2,rank2,score3,rank3
3365235,0,가구,식탁세트,233,26,233,229,186120000,205,39,154,229,2,0.10038610038610038,0.20207253886010362,0.008733624454148471,0.0,0.24064959954835066,0.0,14.0,0.0721948798645052,14.0,0.04812991990967014,14.0
2623614,0,가구,식탁세트,529,61,223,218,200684000,467,197,270,218,5,0.10338983050847457,0.42184154175588867,0.022935779816513763,0.23889969521067228,0.531628569294065,0.23889969521067228,11.0,0.3267183574356901,8.0,0.29744547002735083,9.0
3365215,0,가구,식탁세트,212,26,211,206,134784000,185,25,155,206,5,0.1092436974789916,0.1388888888888889,0.024271844660194174,0.26137413488500255,0.15699306413550104,0.26137413488500255,9.0,0.2300598136601521,12.0,0.24049792073510226,12.0
2090814,0,생활용품,욕실잡화,59809,779,54934,51488,786876900,58967,58056,887,51488,2931,0.012857331484782466,0.9849515633747858,0.05692588564325668,0.8241277759172896,0.9078408243720792,0.8241277759172896,4.0,0.8492416904537264,5.0,0.8408703856082476,4.0
2525098,0,생활용품,욕실잡화,46173,1892,44288,42337,509526300,44260,37017,7224,42337,1719,0.03936336211380422,0.8367125517054316,0.04060278243616695,0.5327829378104206,0.0,0.5327829378104206,12.0,0.3729480564672944,23.0,0.42622635024833655,23.0
1991800,0,생활용품,욕실잡화,46794,620,30575,28377,409432500,46090,45910,142,28377,1895,0.01307630657611676,0.9969165291409711,0.06677943404870142,1.0,0.981116302010756,1.0,1.0,0.9943348906032268,1.0,0.9962232604021513,1.0
316468,0,생활용품,욕실잡화,31782,467,29171,27288,416064500,31301,30341,941,27288,1492,0.014481069180439704,0.9699188031455789,0.05467604807974201,0.7839712840791301,0.8157776536494401,0.7839712840791301,6.0,0.793513194950223,6.0,0.7903325579931921,6.0
2116343,0,생활용품,욕실잡화,21449,360,11270,10557,193586200,21045,20928,97,10557,620,0.01650694667339172,0.9953864447086801,0.05872880553187459,0.8563074047786017,0.9717458056972198,0.8563074047786017,3.0,0.890938925054187,3.0,0.8793950849623254,3.0
2082947,0,생활용품,욕실잡화,11656,162,10891,10289,130557700,11484,11457,22,10289,488,0.013707903198510746,0.9980834567471034,0.04742929342015745,0.6546267264719807,0.9882627643893414,0.6546267264719807,9.0,0.7547175378471889,8.0,0.7213539340554529,8.0
2037337,0,생활용품,욕실잡화,9494,85,9198,8837,107964500,9398,9382,10,8837,317,0.008873577617705398,0.9989352640545145,0.03587190222926333,0.4483432629215998,0.9934793766660819,0.4483432629215998,17.0,0.6118840970449444,15.0,0.5573704856704963,15.0
2977526,0,생활용품,욕실잡화,8879,90,8541,8220,100552500,8782,8729,43,8220,279,0.010034563496487903,0.9950980392156863,0.03394160583941606,0.41389013951341946,0.9699795615920788,0.41389013951341946,19.0,0.5807169661370172,19.0,0.5251080239291513,19.0
3485109,0,생활용품,욕실잡화,7652,85,7105,6854,98324500,7563,7522,4,6854,232,0.010986170350264961,0.9994685091682168,0.033848847388386345,0.4122345293297776,0.996745060092896,0.4122345293297776,20.0,0.5875876885587131,18.0,0.5291366354824013,18.0
911765,0,생활용품,욕실잡화,7237,98,6942,6561,93437500,7133,7119,11,6561,313,0.013360599863667348,0.9984572230014025,0.04770614235634812,0.6595680974521935,0.9905517722598349,0.6595680974521935,8.0,0.7588631998944859,7.0,0.7257648324137218,7.0
1748587,0,생활용품,욕실잡화,6090,129,5613,5352,78354000,5955,5952,2,5352,220,0.020742884708152436,0.9996640913671482,0.04110612855007474,0.5417669704546849,0.9979428386176636,0.5417669704546849,11.0,0.6786197309035785,11.0,0.6330021440872806,11.0
2292025,0,생활용품,욕실잡화,6380,283,5452,5172,53488950,6092,5196,891,5172,140,0.042473360348191505,0.8536224741251848,0.027068832173240527,0.2912206258974443,0.1035592300349254,0.2912206258974443,24.0,0.2349222071386886,26.0,0.2536883467249405,25.0
2876691,0,생활용품,욕실잡화,5522,132,5354,5046,71669700,5383,5061,312,5046,261,0.023346303501945526,0.9419318816303741,0.05172413793103448,0.731283766670818,0.6443810043202356,0.731283766670818,7.0,0.7052129379656432,9.0,0.7139032142007016,9.0
3556350,0,생활용품,욕실잡화,5196,86,5075,4910,101965500,5097,4998,71,4910,153,0.01628171147292692,0.9859932925626357,0.03116089613034623,0.3642583133996649,0.9142205504240816,0.3642583133996649,22.0,0.5292469845069898,22.0,0.47425076080454825,21.0
2877456,0,생활용품,욕실잡화,4806,78,3828,3688,41245000,4726,4695,26,3688,112,0.01597051597051597,0.9944926922262233,0.03036876355748373,0.35011984148829667,0.9662723140615094,0.35011984148829667,23.0,0.5349655832602604,21.0,0.4733503360029392,22.0
2159838,0,생활용품,욕실잡화,2839,13,2827,2780,26569400,2826,2806,17,2780,43,0.00455820476858345,0.9939780375487071,0.015467625899280576,0.08415512365500205,0.9631204816157737,0.08415512365500205,25.0,0.34784473104323355,24.0,0.2599481952471564,24.0
3054467,0,생활용품,욕실잡화,2963,30,2821,2704,32960200,2930,2930,0,2704,108,0.010023387905111928,1.0,0.03994082840236687,0.520967972949578,1.0,0.520967972949578,13.0,0.6646775810647045,12.0,0.6167743783596624,12.0
310870,0,생활용품,욕실잡화,2401,54,2359,2255,35394000,2346,2345,0,2255,83,0.021995926680244398,1.0,0.03680709534368071,0.4650351678285203,1.0,0.4650351678285203,14.0,0.6255246174799642,13.0,0.5720281342628162,13.0
3521298,0,생활용품,욕실잡화,2492,39,2315,2228,29187500,2447,2408,32,2228,82,0.015408929276965626,0.9868852459016394,0.03680430879712747,0.46498543182280305,0.919683023800447,0.46498543182280305,15.0,0.6013947094160963,17.0,0.5559249502183319,16.0
1620544,0,생활용품,욕실잡화,2311,47,1791,1702,35342800,2260,2218,42,1702,75,0.01993214588634436,0.9814159292035398,0.04406580493537015,0.59459310445524,0.8861880016464293,0.59459310445524,10.0,0.6820715736125968,10.0,0.6529120838934779,10.0
193455,0,생활용품,욕실잡화,2469,36,1786,1722,21465920,2428,2426,2,1722,62,0.01437125748502994,0.999176276771005,0.036004645760743324,0.4507125515426493,0.9949553793779111,0.4507125515426493,16.0,0.6139853998932279,14.0,0.5595611171097017,14.0
3732650,0,생활용품,욕실잡화,1746,28,1599,1540,32713000,1716,1706,5,1540,55,0.015783540022547914,0.9970777323202805,0.03571428571428571,0.4455300259128932,0.9821035375943425,0.4455300259128932,18.0,0.6065020794173279,16.0,0.5528447282491831,17.0
1244226,0,생활용품,욕실잡화,1464,16,1367,1223,15768200,1447,1445,0,1223,67,0.010810810810810811,1.0,0.05478331970564186,0.7858859343808986,1.0,0.7858859343808986,5.0,0.850120154066629,4.0,0.828708747504719,5.0
911794,0,생활용품,욕실잡화,1328,15,1207,1124,17775000,1307,1306,1,1124,68,0.011169024571854059,0.9992348890589136,0.060498220640569395,0.8878890196128832,0.9953143309600491,0.8878890196128832,2.0,0.920116613017033,2.0,0.9093740818823165,2.0
1411031,0,생활용품,욕실잡화,1233,8,1202,1157,10353900,1225,1223,2,1157,37,0.0064464141821112,0.9983673469387755,0.03197925669835782,0.37886491878440726,0.9900013560241371,0.37886491878440726,21.0,0.5622058499563262,20.0,0.5010922062323533,20.0
2498772,0,패브릭,담요,13458,500,11870,11071,729911500,12946,12934,12,11071,694,0.035821750967187274,0.9990730727637881,0.0626862975340981,0.6669146795174652,0.9918130058075362,0.6669146795174652,7.0,0.7643841774044864,4.0,0.7318943447754794,4.0
477243,0,패브릭,담요,12922,233,11577,10871,304104850,12647,12604,41,10871,556,0.017711896617255796,0.9967576117042309,0.051145248827154814,0.5182812561845486,0.9713619223708889,0.5182812561845486,12.0,0.6542054560404507,11.0,0.6088973894218167,11.0
2508501,0,패브릭,담요,11854,330,11025,10650,266574700,11501,11442,56,10650,345,0.027084701247537753,0.9951295877543921,0.0323943661971831,0.27679472003210087,0.9569825599982899,0.27679472003210087,18.0,0.48085107202195754,18.0,0.41283228802533867,18.0
2619215,0,패브릭,담요,4935,263,4854,4696,426018100,4620,4457,154,4696,145,0.050596383224317046,0.9666016048579484,0.030877342419080068,0.25725746279123723,0.7050119401140584,0.25725746279123723,20.0,0.39158380598808357,22.0,0.3468083582558015,21.0
2436779,0,패브릭,담요,4310,90,4121,3959,92195050,4212,4210,2,3959,151,0.020454545454545454,0.9995251661918328,0.038140944683000756,0.3508030406351069,0.9958060768116633,0.3508030406351069,15.0,0.5443039514880739,13.0,0.47980364787041824,15.0
3082734,0,패브릭,담요,4002,147,3826,3584,179365700,3849,3840,9,3584,210,0.035430224150397684,0.9976617303195635,0.05859375,0.6142080871105091,0.9793474616493291,0.6142080871105091,8.0,0.7237498994721551,5.0,0.6872359620182731,8.0
575582,0,패브릭,담요,4348,67,3661,3275,85809800,4280,4278,2,3275,290,0.015175537938844847,0.9995327102803738,0.08854961832061069,1.0,0.9958727092361509,1.0,1.0,0.9987618127708452,1.0,0.9991745418472302,1.0
2344982,0,패브릭,담요,3920,60,3276,3010,73452900,3858,3848,10,3010,205,0.01507537688442211,0.9974079834110938,0.0681063122923588,0.7367172917835897,0.9771062668879292,0.7367172917835897,3.0,0.8088339843148915,2.0,0.7847950868044576,3.0
3160417,0,패브릭,담요,3273,90,3065,3027,94565000,3179,3175,3,3027,33,0.026761819803746655,0.999056010069226,0.010901883052527254,0.0,0.9916623012259566,0.0,26.0,0.297498690367787,25.0,0.19833246024519133,25.0
1860953,0,패브릭,담요,2842,108,2597,2417,69872800,2725,2664,61,2417,155,0.03661016949152542,0.9776146788990826,0.06412908564335953,0.6854958796552428,0.8022838398851931,0.6854958796552428,5.0,0.7205322677242278,6.0,0.7088534717012329,5.0
2384408,0,패브릭,담요,2600,108,2250,2088,64683900,2487,2409,78,2088,136,0.03988183161004431,0.9686369119420989,0.06513409961685823,0.6984391286763357,0.7229885909522811,0.6984391286763357,4.0,0.7058039673591193,8.0,0.7033490211315248,7.0
2479498,0,패브릭,담요,2162,37,2123,1976,31071000,2121,2076,45,1976,126,0.01682582992269213,0.9787835926449788,0.06376518218623482,0.680809285051185,0.8126081562665447,0.680809285051185,6.0,0.7203489464157928,7.0,0.707169059294257,6.0
3324737,0,패브릭,담요,2059,108,2033,1967,73467300,1948,1812,134,1967,62,0.049838486386709735,0.9311408016443987,0.0315200813421454,0.26553508892992933,0.3918078625686834,0.26553508892992933,19.0,0.30341692102155554,24.0,0.2907896436576801,23.0
1569418,0,패브릭,담요,2363,47,2023,1910,59971100,2304,2299,5,1910,85,0.01950207468879668,0.9978298611111112,0.04450261780104712,0.43273296552064683,0.9808324604283059,0.43273296552064683,13.0,0.5971628139929446,12.0,0.5423528645021787,12.0
3133273,0,패브릭,담요,2105,70,1794,1636,72288300,2032,1924,105,1636,131,0.03218390804597701,0.9482503696402168,0.08007334963325183,0.8908368845775856,0.5429264491686187,0.8908368845775856,2.0,0.7864637539548955,3.0,0.8212547974957922,2.0
1014715,0,패브릭,담요,1786,45,1756,1651,53259200,1738,1737,1,1651,91,0.024576734025122882,0.9994246260069045,0.05511811023622047,0.569446449803514,0.9949180654576315,0.569446449803514,9.0,0.6970879344997493,9.0,0.6545407729343375,9.0
2343094,0,패브릭,담요,1770,54,1708,1668,58059100,1713,1653,57,1668,37,0.029605263157894735,0.9666666666666667,0.022182254196642687,0.14527624154354635,0.7055865921787708,0.14527624154354635,24.0,0.31336934673411365,23.0,0.2573383116705913,24.0
2286827,0,패브릭,담요,1802,84,1706,1638,41275100,1714,1710,3,1638,58,0.044538706256627786,0.9982486865148862,0.03540903540903541,0.3156196671016321,0.984531694860531,0.3156196671016321,16.0,0.5162932754293017,15.0,0.4494020726534119,16.0
458599,0,패브릭,담요,1821,35,1694,1620,31208300,1779,1764,13,1620,65,0.018857758620689655,0.9926842993809791,0.040123456790123455,0.3763351710994142,0.9353847895046257,0.3763351710994142,14.0,0.5440500566209776,14.0,0.48814509478045653,14.0
3069956,0,패브릭,담요,1981,103,1646,1543,86810100,1872,1864,8,1543,82,0.049424184261036466,0.9957264957264957,0.053143227478937134,0.5440125752614563,0.9622546913049708,0.5440125752614563,10.0,0.6694852100745106,10.0,0.6276609984701592,10.0
1719099,0,패브릭,담요,1645,63,1645,1612,40794700,1581,1402,179,1612,23,0.036885245901639344,0.8867805186590766,0.014267990074441687,0.04335100064789716,0.0,0.04335100064789716,25.0,0.03034570045352801,26.0,0.03468080051831773,26.0
2152636,0,패브릭,담요,1345,41,1321,1290,69509500,1300,1300,0,1290,30,0.02958152958152958,1.0,0.023255813953488372,0.15910226947776948,1.0,0.15910226947776948,23.0,0.4113715886344386,21.0,0.3272818155822156,22.0
2104810,0,패브릭,담요,1300,24,1300,1263,21057500,1274,1268,5,1263,33,0.01812688821752266,0.9960722702278083,0.026128266033254157,0.1960956482266599,0.9653087107830444,0.1960956482266599,22.0,0.4268595669935752,20.0,0.34993826073793677,20.0
2086099,0,패브릭,담요,1187,15,1182,1148,25789900,1171,1165,5,1148,31,0.012479201331114808,0.9957264957264957,0.02700348432055749,0.2073673007002522,0.9622546913049708,0.2073673007002522,21.0,0.4338335178816677,19.0,0.3583447788211959,19.0
988019,0,패브릭,담요,1294,22,1101,1051,19901100,1272,1266,2,1051,35,0.016717325227963525,0.998422712933754,0.03330161750713606,0.28847891541552867,0.9860687661914246,0.28847891541552867,17.0,0.4977558706482974,16.0,0.4279968855707079,17.0
329364,0,가구,본넬스프링매트리스,52754,4829,37232,35333,6980381000,47932,41006,6624,35333,1707,0.08386155636212077,0.8609279865630904,0.048311776526193645,0.729414147239052,0.5881247797907414,0.729414147239052,7.0,0.6870273370045588,8.0,0.7011562737493898,7.0
1432983,0,가구,본넬스프링매트리스,11017,640,7946,7633,1018225200,10373,9420,848,7633,265,0.05490263361070601,0.917413322945072,0.03471767326084108,0.48875724939559984,0.7712636072583475,0.48875724939559984,16.0,0.5735091567544242,14.0,0.5452585209681494,15.0
2343513,0,가구,본넬스프링매트리스,8610,520,6383,6094,844503200,8075,7961,97,6094,250,0.056955093099671415,0.9879622735170017,0.04102395799146702,0.6003976342423166,1.0,0.6003976342423166,12.0,0.7202783439696216,4.0,0.6803181073938533,9.0
1089826,0,가구,본넬스프링매트리스,6615,579,5136,4843,1071949300,0,0,0,4843,246,0.0804837364470392,,0.05079496180053686,0.7733740652438739,,0.7733740652438739,5.0,0.6913618456707117,7.0,0.7186992521950991,5.0
2447090,0,가구,본넬스프링매트리스,5799,521,4940,4635,793642000,0,0,0,4635,259,0.08243670886075949,,0.05587918015102481,0.8633801651170199,,0.8633801651170199,3.0,0.7543661155819139,1.0,0.7907041320936159,3.0
329318,0,가구,본넬스프링매트리스,6625,692,4935,4757,643257000,5934,5041,888,4757,155,0.09457427907612409,0.8502276943835385,0.03258356106789994,0.4509769846750801,0.5534319003844492,0.4509769846750801,19.0,0.4817134593878908,19.0,0.47146796781695394,19.0
2264370,0,가구,본넬스프링매트리스,2449,234,1577,1508,377434100,2216,1636,568,1508,65,0.08721580320536712,0.7422867513611615,0.04310344827586207,0.6372109253560893,0.20346181952693834,0.6372109253560893,11.0,0.507086193607344,16.0,0.5504611041902591,14.0
1148817,0,가구,본넬스프링매트리스,2186,176,1557,1479,211210600,1994,1924,68,1479,64,0.07451312447078746,0.9658634538152611,0.043272481406355645,0.6402033249298831,0.928350396973367,0.6402033249298831,10.0,0.7266474465429282,3.0,0.6978327393385799,8.0
3505206,0,가구,본넬스프링매트리스,1183,98,1159,1126,165708900,1084,980,98,1126,27,0.07650273224043716,0.9090909090909091,0.023978685612788632,0.2986445657626625,0.7442803720936585,0.2986445657626625,25.0,0.43233530766196127,22.0,0.38777172702886176,22.0
120970,0,가구,본넬스프링매트리스,1158,94,1143,1079,131585700,1064,878,186,1079,52,0.07507987220447285,0.825187969924812,0.04819277108433735,0.7273073896321256,0.47224718818813616,0.7273073896321256,8.0,0.6507893291989287,11.0,0.6762953493433278,10.0
1234392,0,가구,본넬스프링매트리스,1236,112,978,912,153484100,1121,757,357,912,58,0.0830860534124629,0.6795332136445242,0.06359649122807018,1.0,0.0,1.0,1.0,0.7,5.0,0.8,1.0
866123,0,가구,본넬스프링매트리스,1205,93,918,865,107649700,1112,984,124,865,28,0.07164869029275808,0.8880866425992779,0.03236994219653179,0.4471952821309112,0.6761795695936752,0.4471952821309112,20.0,0.5158905683697403,15.0,0.492992139623464,17.0
2756501,0,가구,본넬스프링매트리스,720,61,711,685,128875000,658,114,6,685,26,0.07810499359795134,0.95,0.03795620437956204,0.5460890819841658,0.8769173257127666,0.5460890819841658,14.0,0.645337555102746,12.0,0.612254730729886,13.0
1971847,0,가구,본넬스프링매트리스,660,55,648,624,99962000,604,462,141,624,17,0.07692307692307693,0.7661691542288557,0.027243589743589744,0.35644328073030923,0.2808942212518878,0.35644328073030923,22.0,0.33377856288678276,23.0,0.34133346883462495,23.0
1722797,0,가구,본넬스프링매트리스,615,51,573,551,74716000,565,427,136,551,15,0.07657657657657657,0.7584369449378331,0.02722323049001815,0.35608286013387047,0.255824568949282,0.35608286013387047,23.0,0.32600537277849395,24.0,0.3360312018969528,24.0
2093242,0,가구,본넬스프링매트리스,548,43,489,465,77338100,0,0,0,465,16,0.0727580372250423,,0.034408602150537634,0.48328575244087,,0.48328575244087,17.0,0.48830002670860895,18.0,0.4866286019526961,18.0
3325340,0,가구,본넬스프링매트리스,534,39,474,458,82835900,0,0,0,458,15,0.06806282722513089,,0.03275109170305677,0.4539427855200202,,0.4539427855200202,18.0,0.46775994986401415,21.0,0.46315422841601617,20.0
872900,0,가구,본넬스프링매트리스,557,61,449,402,52886100,495,372,116,402,24,0.09870550161812297,0.7622950819672131,0.05970149253731343,0.9310466984305702,0.2683335622035985,0.9310466984305702,2.0,0.7322327575624786,2.0,0.798504071185176,2.0
1516493,0,가구,본넬스프링매트리스,563,34,428,411,47101500,529,467,57,411,12,0.05695142378559464,0.8912213740458015,0.029197080291970802,0.39102599399673643,0.686343110758764,0.39102599399673643,21.0,0.4796211290253447,20.0,0.450089417349142,21.0
1332958,0,가구,본넬스프링매트리스,492,63,426,422,45473200,431,358,73,422,3,0.11351351351351352,0.8306264501160093,0.0071090047393364926,0.0,0.48988002795182733,0.0,26.0,0.14696400838554818,26.0,0.09797600559036547,26.0
1089822,0,가구,본넬스프링매트리스,538,37,419,397,53904200,0,0,0,397,20,0.06434782608695652,,0.05037783375314862,0.7659896324550041,,0.7659896324550041,6.0,0.6861927427185028,9.0,0.7127917059640033,6.0
2695221,0,가구,본넬스프링매트리스,468,34,377,362,75233500,0,0,0,362,13,0.06772908366533864,,0.03591160220994475,0.5098934164180393,,0.5098934164180393,15.0,0.5069253914926275,17.0,0.5079147331344315,16.0
126625,0,가구,본넬스프링매트리스,365,29,365,340,60570000,0,0,0,340,16,0.07360406091370558,,0.047058823529411764,0.707233075382867,,0.707233075382867,9.0,0.6450631527680069,13.0,0.6657864603062935,11.0
312753,0,가구,본넬스프링매트리스,386,38,360,350,31691100,347,268,77,350,9,0.08962264150943396,0.7768115942028986,0.025714285714285714,0.32936995663030616,0.31539953011754107,0.32936995663030616,24.0,0.32517882867647663,25.0,0.3265758713277532,25.0
449041,0,가구,본넬스프링매트리스,329,60,328,315,30084300,269,261,8,315,12,0.15424164524421594,0.9702602230483272,0.0380952380952381,0.5485504008411092,0.9426057632961251,0.5485504008411092,13.0,0.6667670095776139,10.0,0.6273614733321125,12.0
2642212,0,패브릭,매트,26198,397,22839,21949,658921600,25776,25650,99,21949,785,0.014927617973303253,0.9961551904928346,0.03576472732242927,0.30205240459484484,0.9876855912692826,0.30205240459484484,12.0,0.5077423605971761,12.0,0.43917904192973245,12.0
2499830,0,패브릭,매트,25110,485,18185,17384,539364800,24576,24322,233,17384,723,0.018949013479195156,0.9905110975361433,0.04158996778647032,0.38368660781208724,0.9696083191825042,0.38368660781208724,8.0,0.5594631212232124,8.0,0.5008709500861707,8.0
2100156,0,패브릭,매트,11839,146,11433,11144,286541700,11666,11660,0,11144,260,0.012181894034209429,1.0,0.023330940416367553,0.1278068445505827,1.0,0.1278068445505827,20.0,0.3894647911854079,18.0,0.30224547564046617,20.0
2077817,0,패브릭,매트,14069,327,11277,10624,535758800,13705,13651,33,10624,581,0.02271464295637677,0.997588424437299,0.0546875,0.567233812938438,0.9922760471984984,0.567233812938438,4.0,0.694746483216456,4.0,0.65224225979045,4.0
1919086,0,패브릭,매트,11955,263,10176,9474,377174600,11680,11632,38,9474,608,0.021525617940743164,0.9967437874892888,0.06417563858982478,0.7001994198651255,0.9895707884366588,0.7001994198651255,3.0,0.7870108304365855,3.0,0.7580736935794322,3.0
2307754,0,패브릭,매트,10602,236,7930,7572,319890600,10347,10316,21,7572,321,0.021775235283262594,0.9979684628035214,0.04239302694136292,0.39494058001300336,0.9934932590698003,0.39494058001300336,6.0,0.5745063837300424,7.0,0.5146511158243627,7.0
3052786,0,패브릭,매트,6332,188,6021,5780,238639100,6128,6069,55,5780,220,0.02883435582822086,0.99101894186806,0.03806228373702422,0.33425007753382785,0.9712348764054684,0.33425007753382785,10.0,0.52534551719532,10.0,0.461647037308156,10.0
2701631,0,패브릭,매트,4662,413,4630,4523,152042500,4247,2921,1326,4523,91,0.08137931034482758,0.6877796091358606,0.02011938978554057,0.08280056910877537,0.0,0.08280056910877537,22.0,0.05796039837614275,26.0,0.0662404552870203,26.0
3290960,0,패브릭,매트,4013,102,3713,3617,98399100,3904,3859,40,3617,87,0.024787363304981776,0.9897409592203129,0.024053082665192148,0.1379268571846033,0.967141669538966,0.1379268571846033,19.0,0.3866913008909121,19.0,0.30376981965547584,19.0
313037,0,패브릭,매트,3641,90,3233,2945,71245300,3544,3504,38,2945,252,0.024122219244170465,0.9892715979672502,0.08556876061120543,1.0,0.9656383684516678,1.0,1.0,0.9896915105355003,1.0,0.9931276736903336,1.0
1141849,0,패브릭,매트,3774,49,3057,2945,59837100,3722,3707,14,2945,102,0.012817159298979858,0.9962375705455523,0.03463497453310696,0.2862201879922696,0.9879494435195781,0.2862201879922696,14.0,0.4967389646504622,13.0,0.42656603909773133,13.0
2077183,0,패브릭,매트,3149,161,3014,2892,84257700,2987,2932,52,2892,101,0.048640483383685804,0.982573726541555,0.03492392807745505,0.29026954741447114,0.9441859853861115,0.29026954741447114,13.0,0.48644447880596325,14.0,0.42105283500879925,14.0
3492293,0,패브릭,매트,2997,107,2997,2953,57645000,2889,2327,556,2953,42,0.034471649484536085,0.807145334720777,0.014222824246528954,0.00016682506560911108,0.3823123955951282,0.00016682506560911108,25.0,0.11481049622446482,25.0,0.07659593917151294,25.0
576217,0,패브릭,매트,3054,79,2783,2641,97210700,2966,2963,0,2641,128,0.025215448451962975,1.0,0.048466489965922,0.48005334365595154,1.0,0.48005334365595154,5.0,0.636037340559166,5.0,0.5840426749247613,5.0
1603652,0,패브릭,매트,2784,52,2727,2671,69773000,2728,2661,66,2671,52,0.018335684062059238,0.9757975797579758,0.019468363908648447,0.07367717256197821,0.9224828968568047,0.07367717256197821,23.0,0.3283188898504262,22.0,0.24343831742094355,21.0
2724016,0,패브릭,매트,2880,49,2720,2632,73265100,2827,2761,50,2632,72,0.016729259132809832,0.9822127356812522,0.02735562310030395,0.18420825254970583,0.9430297801193651,0.18420825254970583,18.0,0.4118547108206036,16.0,0.3359725580636377,17.0
2493776,0,패브릭,매트,2713,104,2713,2674,68247700,2609,2433,176,2674,38,0.03691870784522542,0.9325412035262552,0.014210919970082274,0.0,0.7839385304494767,0.0,26.0,0.235181559134843,24.0,0.15678770608989534,24.0
3108481,0,패브릭,매트,3450,66,2585,2483,80135100,3378,3367,7,2483,92,0.01877133105802048,0.9979253112033195,0.03705195328231978,0.3200914308367444,0.9933550502869517,0.3200914308367444,11.0,0.5220705166718066,11.0,0.45474415472678587,11.0
576222,0,패브릭,매트,2438,52,2299,2195,74669100,2384,2381,1,2195,93,0.020883534136546186,0.9995801847187238,0.04236902050113895,0.3946041567130789,0.9986553880093665,0.3946041567130789,7.0,0.5758195261019652,6.0,0.5154144029723364,6.0
2918881,0,패브릭,매트,2329,107,2280,2223,68517800,2222,1953,267,2223,45,0.043924466338259444,0.8797297297297297,0.020242914979757085,0.08453163598393143,0.614790469202234,0.08453163598393143,21.0,0.2436092859494222,23.0,0.19058340262759196,23.0
447045,0,패브릭,매트,2983,104,2280,2197,66980500,2876,2564,312,2197,72,0.03368966634272757,0.8915159944367177,0.032771961766044605,0.26011215627040285,0.6525402928904526,0.26011215627040285,15.0,0.3778405972564177,20.0,0.33859778359441284,16.0
2731415,0,패브릭,매트,2571,57,2277,2209,69578600,2508,2506,0,2209,61,0.021689497716894976,1.0,0.02761430511543685,0.1878333904856178,1.0,0.1878333904856178,17.0,0.4314833733399325,15.0,0.3502667123884943,15.0
1744199,0,패브릭,매트,2333,43,2246,2200,42326400,2289,2288,1,2200,38,0.0180976430976431,0.999563128003495,0.017272727272727273,0.04290779086272539,0.9986007576401533,0.04290779086272539,24.0,0.3296156808959537,21.0,0.234046384218211,22.0
1167448,0,패브릭,매트,2673,68,2131,1954,45292400,2602,2559,40,1954,132,0.024808464064210143,0.984609465178915,0.06755373592630501,0.7475396603506741,0.9507061829674601,0.7475396603506741,2.0,0.8084896171357099,2.0,0.7881729648740313,2.0
3685048,0,패브릭,매트,2463,80,2028,1968,48690800,2381,2286,92,1968,55,0.031458906802988594,0.9613120269133726,0.027947154471544715,0.19249790041357165,0.8760876156116844,0.19249790041357165,16.0,0.3975748149730054,17.0,0.3292158434531942,18.0
1052124,0,가구,사이드테이블,2405,134,2401,2304,342353000,0,0,0,2304,86,0.052776683733753445,,0.03732638888888889,0.4874542981986802,,0.4874542981986802,12.0,0.49121800873907606,17.0,0.4899634385589442,16.0
2193878,0,가구,사이드테이블,3337,167,2117,2043,524388000,3135,3092,42,2043,60,0.047659817351598174,0.9865985960433951,0.02936857562408223,0.3722384464353479,0.9823187928443501,0.3722384464353479,16.0,0.5552625503580485,13.0,0.4942545157171484,15.0
3065351,0,가구,사이드테이블,1663,79,1637,1604,174454500,1565,1528,26,1604,29,0.04535017221584386,0.9832689832689833,0.01807980049875312,0.2087958274458317,0.9779258521194003,0.2087958274458317,25.0,0.43953483484790223,22.0,0.36262183238054546,22.0
2430842,0,가구,사이드테이블,1174,129,1168,1119,162132400,1043,892,151,1119,48,0.09900230237912509,0.8552253116011506,0.04289544235924933,0.5680848957952311,0.8089908143382922,0.5680848957952311,9.0,0.6403566713581494,9.0,0.6162660795038434,9.0
2967219,0,가구,사이드테이블,1014,35,1013,991,121150000,973,969,3,991,21,0.03336510962821735,0.9969135802469136,0.02119071644803229,0.2538366972090711,0.9959279171644763,0.2538366972090711,20.0,0.4764640631956926,19.0,0.40225494120015215,19.0
2831150,0,가구,사이드테이블,1015,46,998,982,120636500,956,934,13,982,15,0.043355325164938736,0.986272439281943,0.015274949083503055,0.16818626120898486,0.9818884763429504,0.16818626120898486,26.0,0.4122969257491745,23.0,0.33092670423577797,25.0
3385955,0,가구,사이드테이블,852,99,852,798,257490000,0,0,0,798,47,0.10410094637223975,,0.05889724310776942,0.7997642581574321,,0.7997642581574321,4.0,0.7098349807102025,5.0,0.7398114065259457,5.0
1009023,0,가구,사이드테이블,829,22,824,820,189355000,800,768,31,820,3,0.025851938895417155,0.9612015018773467,0.003658536585365854,0.0,0.9488110137672088,0.0,29.0,0.28464330413016264,28.0,0.18976220275344177,29.0
2327320,0,가구,사이드테이블,646,43,643,628,72679000,602,499,103,628,13,0.062409288824383166,0.8289036544850499,0.020700636942675158,0.2467411640817495,0.7742632086593078,0.2467411640817495,21.0,0.40499777745501697,25.0,0.35224557299726117,23.0
