product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_norm,delivery_norm,score,rank,score2,rank2,score3,rank3
1673804,0,가구,책상서랍장,205,12,205,195,20803900,193,39,152,195,9,0.055299539170506916,0.20418848167539266,0.046153846153846156,0.8972361620852372,0.04480588520165505,0.8972361620852372,3.0,0.6415070790201625,11.0,0.7267501067085208,9.0
2782108,0,가구,책상서랍장,200,14,200,193,19760000,184,162,20,193,5,0.06542056074766354,0.8901098901098901,0.025906735751295335,0.41905343295780756,0.8816703031828069,0.41905343295780756,14.0,0.5578384940253074,12.0,0.5115768070028075,12.0
3026425,0,가구,침대부속가구,854,79,846,824,63491400,772,183,574,824,17,0.08467309753483387,0.24174372523117568,0.02063106796116505,0.27984023198256036,0.04049607973458575,0.27984023198256036,3.0,0.20803698630816797,5.0,0.23197140153296544,5.0
3177647,0,가구,침대부속가구,732,39,732,719,60324500,683,665,16,719,10,0.05058365758754864,0.9765051395007343,0.013908205841446454,0.0716566105459734,0.9884763595228679,0.0716566105459734,4.0,0.34670253523904176,4.0,0.25502056034135234,4.0
2990302,0,가구,침대부속가구,357,48,349,345,37382200,309,65,244,345,4,0.11851851851851852,0.21035598705501618,0.011594202898550725,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0
2714115,0,가구,침대부속가구,335,32,335,319,50984000,301,211,82,319,14,0.08719346049046321,0.7201365187713311,0.0438871473354232,1.0,0.6577126693124898,1.0,1.0,0.8973138007937469,1.0,0.9315425338624981,1.0
1137990,0,가구,침대부속가구,221,12,221,217,16435500,206,203,3,217,3,0.05150214592274678,0.9854368932038835,0.013824884792626729,0.06907644790448358,1.0,0.06907644790448358,5.0,0.3483535135331385,3.0,0.25526115832358687,3.0
3069420,0,가구,침대부속가구,223,22,216,209,39519000,196,125,70,209,7,0.08979591836734693,0.6410256410256411,0.03349282296650718,0.6781239818736488,0.5556447727637708,0.6781239818736488,2.0,0.6413802191406853,2.0,0.6536281400516732,2.0
1744509,0,가구,드레스룸,23878,981,7620,6923,2227625400,22763,22210,543,6923,632,0.039462568888531314,0.9761350151628356,0.0912899032211469,0.588147699280423,0.9756002789656509,0.588147699280423,6.0,0.7043834731859914,5.0,0.6656382152174686,5.0
3152704,0,가구,드레스룸,10376,889,6571,6149,1728658000,9468,6685,2527,6149,379,0.07891699955614737,0.7256838905775076,0.061636038380224425,0.3018248156649102,0.6459518081239682,0.3018248156649102,17.0,0.40506291340262757,15.0,0.37065021415672184,17.0
