product_id,is_pb,cate_d1,cate_d3,selling_cost,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,review_score,sales_score,spv_score,wish_score,card_score,days,cancel_rate,delivery_ontime,rebuy_rate
2167104,0,생활용품,수건/타월,27900.0,596,8,507,480,21510900,589.0,587.0,0.0,480,22,,,,,,,0.013245033112582781,1.0,0.04583333333333333
3338076,0,생활용품,수건/타월,37000.0,494,5,334,329,23199500,490.0,487.0,0.0,329,5,,,,,,,0.01002004008016032,1.0,0.015197568389057751
3415754,0,가구,일반소파,449000.0,285,50,261,244,137082000,239.0,32.0,179.0,244,16,,,,,,,0.14925373134328357,0.15165876777251186,0.06557377049180328
1880794,0,가구,식탁/테이블,217900.0,275,37,203,198,56896000,236.0,43.0,170.0,198,4,,,,,,,0.11858974358974358,0.20187793427230047,0.020202020202020204
3687658,0,가구,식탁/테이블,629000.0,250,90,225,203,150068600,175.0,73.0,90.0,203,20,,,,,,,0.2647058823529412,0.44785276073619634,0.09852216748768473
3532769,0,가구,식탁/테이블,459000.0,376,45,258,249,154819400,327.0,130.0,156.0,249,8,,,,,,,0.10688836104513064,0.45454545454545453,0.0321285140562249
3064560,0,가구,일반소파,499000.0,691,94,469,442,274790000,605.0,283.0,265.0,442,26,,,,,,,0.1197452229299363,0.5164233576642335,0.058823529411764705
1992796,0,가구,일반소파,499000.0,405,42,325,304,175051000,,,,304,17,,,,,,,0.09395973154362416,,0.05592105263157895
3339028,0,생활용품,수건/타월,32900.0,286,2,257,252,9966600,282.0,282.0,0.0,252,5,,,,,,,0.006944444444444444,1.0,0.01984126984126984
1432983,0,가구,본넬스프링매트리스,89900.0,656,49,479,471,63993600,607.0,560.0,15.0,471,8,,,,,,,0.06950354609929078,0.9739130434782609,0.016985138004246284
3764318,0,패브릭,홈웨어,20900.0,291,9,234,224,6296300,277.0,277.0,0.0,224,7,,,,,,,0.03,1.0,0.03125
1875552,0,가구,일반침대,353000.0,265,14,225,220,130694000,251.0,134.0,80.0,220,4,,,,,,,0.05017921146953405,0.6261682242990654,0.01818181818181818
3959842,0,가구,책장/책꽂이,71900.0,224,4,213,210,24888500,219.0,167.0,11.0,210,3,,,,,,,0.017543859649122806,0.9382022471910112,0.014285714285714285
2151919,0,가구,전신거울,99000.0,228,19,227,219,27712000,,,,219,8,,,,,,,0.07692307692307693,,0.0365296803652968
3328483,0,패브릭,이불/이불커버,48800.0,403,12,202,200,16885500,391.0,389.0,0.0,200,2,,,,,,,0.02891566265060241,1.0,0.01
1817236,0,패브릭,매트/침대커버,14900.0,773,17,711,691,21144300,756.0,751.0,1.0,691,18,,,,,,,0.021518987341772152,0.9986702127659575,0.02604920405209841
3243198,0,패브릭,이불/이불커버,39900.0,775,56,470,459,42257000,710.0,657.0,48.0,459,11,,,,,,,0.06738868832731648,0.9319148936170213,0.023965141612200435
3382436,0,패브릭,이불/이불커버,59900.0,264,14,202,191,21258000,250.0,246.0,4.0,191,8,,,,,,,0.050359712230215826,0.984,0.041884816753926704
3922324,0,패브릭,이불/이불커버,49900.0,583,6,361,357,22955000,575.0,571.0,3.0,357,4,,,,,,,0.010186757215619695,0.9947735191637631,0.011204481792717087
2628523,0,패브릭,이불/이불커버,75800.0,1147,35,657,627,102572700,1111.0,1106.0,0.0,627,28,,,,,,,0.02961082910321489,1.0,0.044657097288676235
1280960,0,패브릭,이불/이불커버,39900.0,606,27,447,428,45106200,576.0,481.0,46.0,428,17,,,,,,,0.04265402843601896,0.9127134724857685,0.0397196261682243
543813,0,패브릭,이불/이불커버,69900.0,461,16,248,236,28373200,446.0,446.0,0.0,236,9,,,,,,,0.033542976939203356,1.0,0.038135593220338986
3920921,0,패브릭,이불/이불커버,69900.0,364,10,311,289,38021600,351.0,345.0,6.0,289,21,,,,,,,0.026737967914438502,0.9829059829059829,0.0726643598615917
3095143,0,패브릭,실내화/거실화,13900.0,443,4,259,244,6241100,439.0,439.0,0.0,244,14,,,,,,,0.008948545861297539,1.0,0.05737704918032787
3795605,0,패브릭,이불/이불커버,79900.0,759,30,497,476,73281300,722.0,705.0,10.0,476,19,,,,,,,0.03802281368821293,0.986013986013986,0.03991596638655462
567661,0,패브릭,매트/침대커버,19900.0,285,9,255,251,7276400,275.0,275.0,0.0,251,3,0.4219062666134059,0.5818232102502463,0.0439301440227057,0.6462664808211108,0.3856130430783313,89.0,0.030612244897959183,1.0,0.01195219123505976
1522238,0,패브릭,이불/이불커버,28800.0,379,20,302,293,18092700,358.0,356.0,2.0,293,9,,,,,,,0.05012531328320802,0.994413407821229,0.030716723549488054
1600155,0,패브릭,이불/이불커버,59800.0,1430,65,946,908,125105800,1348.0,1341.0,7.0,908,36,,,,,,,0.043478260869565216,0.994807121661721,0.039647577092511016
2876691,0,생활용품,욕실잡화,12500.0,292,7,285,277,3775000,284.0,274.0,0.0,277,7,,,,,,,0.023411371237458192,1.0,0.02527075812274368
443649,0,패브릭,베개/베개솜,28900.0,7038,122,6050,5927,208308000,6906.0,6849.0,0.0,5927,119,,,,,,,0.017039106145251396,1.0,0.02007761093301839
982709,0,가구,입식화장대,178500.0,508,33,305,303,68630500,473.0,326.0,93.0,303,2,,,,,,,0.06099815157116451,0.7780429594272077,0.006600660066006601
676405,0,패브릭,이불/이불커버,67700.0,9600,311,5309,5064,787917400,9245.0,9189.0,0.0,5064,218,,,,,,,0.031379275552416507,1.0,0.043048973143759876
1027538,0,패브릭,이불/이불커버,34900.0,976,72,498,473,47563800,896.0,846.0,41.0,473,23,,,,,,,0.06870229007633588,0.9537767756482526,0.048625792811839326
3615416,0,패브릭,매트/침대커버,49900.0,1170,58,990,962,97542100,1102.0,1042.0,53.0,962,27,,,,,,,0.04723127035830619,0.9515981735159817,0.028066528066528068
2101340,0,패브릭,실내화/거실화,10980.0,479,31,278,268,5705720,445.0,392.0,48.0,268,9,,,,,,,0.060784313725490195,0.8909090909090909,0.033582089552238806
2370041,0,패브릭,이불/이불커버,39900.0,4994,296,3512,3366,346677000,4709.0,4264.0,397.0,3366,127,,,,,,,0.05595463137996219,0.9148251448187085,0.03773024361259655
1058716,0,패브릭,매트/침대커버,29900.0,2069,62,1439,1358,68304100,1999.0,1579.0,381.0,1358,76,,,,,,,0.029094321914594087,0.8056122448979591,0.055964653902798235
3007152,0,패브릭,러그/카페트,29900.0,269,14,267,261,15673300,255.0,250.0,2.0,261,6,,,,,,,0.04946996466431095,0.9920634920634921,0.022988505747126436
1893701,0,패브릭,러그/카페트,34900.0,316,16,316,303,15508000,300.0,297.0,1.0,303,7,,,,,,,0.04819277108433735,0.9966442953020134,0.0231023102310231
1027916,0,패브릭,러그/카페트,29000.0,2875,153,2182,2122,169970500,2726.0,2597.0,116.0,2122,51,,,,,,,0.05052840158520475,0.9572429045337265,0.02403393025447691
746204,0,패브릭,러그/카페트,25600.0,266,15,245,200,12424800,251.0,245.0,5.0,200,15,,,,,,,0.05338078291814947,0.98,0.075
3118995,0,패브릭,베개/베개솜,13900.0,654,31,501,485,14133800,622.0,597.0,17.0,485,14,,,,,,,0.04525547445255475,0.9723127035830619,0.0288659793814433
2353368,0,패브릭,베개/베개솜,27900.0,396,23,387,379,15471300,379.0,376.0,1.0,379,8,,,,,,,0.05489260143198091,0.9973474801061007,0.021108179419525065
2215650,0,패브릭,베개/베개솜,16900.0,631,23,603,580,17925800,609.0,606.0,0.0,580,20,,,,,,,0.035168195718654434,1.0,0.034482758620689655
3959794,0,생활용품,수건/타월,20300.0,242,4,200,186,7147160,238.0,235.0,0.0,186,10,,,,,,,0.016260162601626018,1.0,0.053763440860215055
357985,0,패브릭,베개/베개솜,16900.0,283,1,258,251,5654800,282.0,277.0,1.0,251,6,,,,,,,0.0035211267605633804,0.9964028776978417,0.02390438247011952
443686,0,패브릭,베개/베개솜,28900.0,331,7,268,261,10429700,323.0,322.0,0.0,261,7,,,,,,,0.020710059171597635,1.0,0.02681992337164751
1435924,0,가구,일반소파,449000.0,2021,132,1285,1248,688961000,1888.0,1086.0,653.0,1248,35,,,,,,,0.06130980027868091,0.6244968372627947,0.028044871794871796
3769310,0,가구,식탁/테이블,199900.0,351,80,238,226,93948900,270.0,15.0,210.0,226,11,,,,,,,0.18561484918793503,0.06666666666666667,0.048672566371681415
200259,0,가구,일반소파,299000.0,431,26,431,427,130962000,405.0,298.0,68.0,427,4,,,,,,,0.05689277899343545,0.8142076502732241,0.00936768149882904
3415767,0,생활용품,수건/타월,49900.0,321,6,280,267,17568100,314.0,311.0,1.0,267,10,,,,,,,0.01834862385321101,0.9967948717948718,0.03745318352059925
1089824,1,가구,본넬스프링매트리스,109000.0,1615,155,1246,1187,270277600,,,,1187,51,,,,,,,0.08757062146892655,,0.04296545914069082
3361313,0,가구,식탁/테이블,478000.0,226,64,226,205,124262000,,,,205,20,,,,,,,0.2206896551724138,,0.0975609756097561
766896,0,패브릭,러그/카페트,29800.0,333,14,331,322,22628900,318.0,311.0,2.0,322,7,,,,,,,0.040345821325648415,0.9936102236421726,0.021739130434782608
3640320,1,패브릭,베개/베개솜,9900.0,882,47,613,585,13821200,831.0,815.0,4.0,585,26,,,,,,,0.05059203444564048,0.9951159951159951,0.044444444444444446
1732524,0,패브릭,베개/베개솜,12900.0,3296,156,2424,2358,58467180,3137.0,2332.0,774.0,2358,66,,,,,,,0.04519119351100811,0.7508048937540245,0.027989821882951654
2355617,0,패브릭,이불/이불커버,59900.0,5977,148,3712,3633,501039300,5801.0,5758.0,7.0,3633,71,,,,,,,0.02416326530612245,0.9987857762359064,0.019543077346545555
3462216,0,가구,입식화장대,259000.0,426,38,222,215,84642000,,,,215,7,,,,,,,0.08189655172413793,,0.03255813953488372
982687,0,가구,입식화장대,178500.0,434,25,304,293,62524900,409.0,314.0,67.0,293,8,,,,,,,0.054466230936819175,0.8241469816272966,0.027303754266211604
2592740,0,패브릭,이불/이불커버,31900.0,1970,74,1533,1416,97736600,1891.0,1745.0,140.0,1416,114,0.827225908521244,0.7269155259431717,0.0143243338881514,0.9902969821707258,0.7873578995340005,89.0,0.036203522504892366,0.9257294429708223,0.08050847457627118
474367,0,패브릭,이불/이불커버,49900.0,373,20,280,269,36121100,354.0,348.0,5.0,269,11,,,,,,,0.05089058524173028,0.9858356940509915,0.040892193308550186
1418521,0,패브릭,패드/스프레드,31900.0,378,4,300,288,26946100,372.0,355.0,4.0,288,11,,,,,,,0.010471204188481676,0.9888579387186629,0.03819444444444445
361750,0,가구,드레스룸,66600.0,2619,200,1175,1105,356422000,2412.0,1971.0,115.0,1105,64,,,,,,,0.0709471443774388,0.9448705656759347,0.0579185520361991
627722,0,가구,독립스프링매트리스,299700.0,326,41,262,239,99179300,284.0,90.0,127.0,239,21,,,,,,,0.11171662125340599,0.4147465437788018,0.08786610878661087
438742,0,패브릭,패드/스프레드,29900.0,310,16,277,271,11737200,294.0,256.0,33.0,271,6,,,,,,,0.049079754601226995,0.8858131487889274,0.02214022140221402
1840384,0,패브릭,패드/스프레드,24800.0,1049,30,835,793,37038500,1011.0,999.0,10.0,793,38,0.9055420098636358,0.6864771774133872,0.0533418086092391,0.8641696903035145,0.8632528496832892,89.0,0.027803521779425393,0.9900891972249752,0.04791929382093316
2238774,0,패브릭,패드/스프레드,29800.0,1046,44,837,798,62263000,993.0,959.0,11.0,798,35,,,,,,,0.04036697247706422,0.988659793814433,0.043859649122807015
2462792,0,패브릭,베개/베개솜,29900.0,1189,14,1059,1036,47011900,1174.0,1171.0,0.0,1036,21,,,,,,,0.011637572734829594,1.0,0.02027027027027027
2343240,0,패브릭,베개/베개솜,12900.0,237,18,201,196,4085320,220.0,156.0,64.0,196,5,,,,,,,0.07058823529411765,0.7090909090909091,0.025510204081632654
3485109,0,생활용품,욕실잡화,12500.0,2664,31,2472,2406,34304900,2636.0,2599.0,0.0,2406,61,,,,,,,0.01150278293135436,1.0,0.02535328345802161
3761106,0,패브릭,실내화/거실화,9800.0,3489,75,1796,1746,38445400,3403.0,3396.0,0.0,1746,48,,,,,,,0.021043771043771045,1.0,0.027491408934707903
117560,0,패브릭,이불/이불커버,39900.0,834,39,596,581,54852000,789.0,711.0,22.0,581,13,,,,,,,0.044673539518900345,0.9699863574351978,0.022375215146299483
3052471,0,패브릭,이불/이불커버,69800.0,1259,68,851,806,122412600,1189.0,1178.0,9.0,806,39,,,,,,,0.05124340617935192,0.9924178601516428,0.04838709677419355
1522474,0,패브릭,베개/베개솜,24900.0,383,4,370,359,10995100,377.0,372.0,3.0,359,9,,,,,,,0.0103359173126615,0.992,0.025069637883008356
3319449,0,패브릭,베개/베개솜,9900.0,1799,55,1397,1361,33171800,1745.0,1711.0,21.0,1361,34,,,,,,,0.0296655879180151,0.9878752886836027,0.024981631153563555
1887757,0,패브릭,이불/이불커버,53900.0,1301,38,824,797,95993600,1258.0,1248.0,0.0,797,24,,,,,,,0.028379387602688575,1.0,0.030112923462986198
3995375,0,패브릭,매트/침대커버,39900.0,273,1,258,252,12101100,272.0,266.0,0.0,252,6,,,,,,,0.0036496350364963502,1.0,0.023809523809523808
3158437,0,가구,입식화장대,194900.0,314,23,252,246,52026400,288.0,198.0,52.0,246,6,,,,,,,0.06824925816023739,0.792,0.024390243902439025
2567328,0,패브릭,실내화/거실화,12900.0,654,22,382,356,10030400,631.0,626.0,0.0,356,22,,,,,,,0.03254437869822485,1.0,0.06179775280898876
1003349,0,패브릭,이불/이불커버,57900.0,577,9,307,299,35019700,568.0,545.0,22.0,299,8,,,,,,,0.015358361774744027,0.9611992945326279,0.026755852842809364
550988,0,패브릭,매트/침대커버,12100.0,2447,43,2051,2022,52808800,2402.0,2384.0,1.0,2022,25,,,,,,,0.017269076305220885,0.99958071278826,0.012363996043521267
336836,0,패브릭,매트/침대커버,17900.0,585,22,419,410,13651500,562.0,557.0,0.0,410,9,,,,,,,0.036243822075782535,1.0,0.02195121951219512
3704040,0,패브릭,홈웨어,22900.0,710,21,448,436,14800600,688.0,682.0,0.0,436,11,,,,,,,0.028727770177838577,1.0,0.02522935779816514
2720406,0,가구,일반소파,499000.0,2682,342,1584,1491,985751000,,,,1491,84,,,,,,,0.1130952380952381,,0.056338028169014086
3607491,1,가구,독립스프링매트리스,309000.0,623,76,432,401,174565400,,,,401,27,,,,,,,0.10872675250357654,,0.06733167082294264
3527664,0,가구,서랍/수납장,100900.0,497,60,384,372,54096600,435.0,339.0,42.0,372,10,,,,,,,0.10771992818671454,0.889763779527559,0.026881720430107527
3027923,0,가구,서랍/수납장,119900.0,618,86,457,424,91354900,538.0,381.0,61.0,424,24,,,,,,,0.12215909090909091,0.8619909502262444,0.05660377358490566
3550577,0,가구,서랍/수납장,99000.0,3158,542,3110,2969,457232000,,,,2969,132,,,,,,,0.1464864864864865,,0.04445941394408892
3288011,0,가구,서랍/수납장,149000.0,702,42,699,686,103243000,660.0,423.0,146.0,686,12,,,,,,,0.056451612903225805,0.7434094903339191,0.01749271137026239
252479,0,가구,책상,109000.0,437,21,387,376,63702000,413.0,404.0,1.0,376,9,,,,,,,0.04585152838427948,0.9975308641975309,0.023936170212765957
3917818,0,가구,책상,102900.0,285,65,230,222,27802700,214.0,106.0,80.0,222,8,,,,,,,0.18571428571428572,0.5698924731182796,0.036036036036036036
3686861,0,패브릭,베개/베개솜,29500.0,244,3,239,223,8539300,240.0,237.0,0.0,223,13,,,,,,,0.012145748987854251,1.0,0.05829596412556054
3762662,0,패브릭,베개/베개솜,23900.0,714,10,553,529,17442600,704.0,699.0,2.0,529,20,,,,,,,0.013812154696132596,0.9971469329529244,0.03780718336483932
3345603,0,생활용품,수건/타월,29900.0,745,35,611,594,28409300,711.0,458.0,247.0,594,16,,,,,,,0.04487179487179487,0.649645390070922,0.026936026936026935
310991,0,생활용품,수건/타월,31900.0,246,4,216,204,8512300,242.0,234.0,8.0,204,10,,,,,,,0.016,0.9669421487603306,0.049019607843137254
3540411,0,가구,책장/책꽂이,52000.0,580,14,572,556,46409000,564.0,555.0,5.0,556,15,,,,,,,0.02356902356902357,0.9910714285714286,0.02697841726618705
3455571,0,패브릭,매트,23900.0,301,13,267,262,9200800,285.0,275.0,5.0,262,5,,,,,,,0.041401273885350316,0.9821428571428571,0.019083969465648856
3858646,1,가구,수납침대,279000.0,508,68,355,324,177652360,,,,324,27,,,,,,,0.11805555555555555,,0.08333333333333333
1570095,0,가구,수납침대,349000.0,449,33,200,198,151160000,,,,198,2,,,,,,,0.06846473029045644,,0.010101010101010102
1065288,0,가구,수납침대,299000.0,795,70,305,295,228664000,729.0,325.0,292.0,295,9,,,,,,,0.08092485549132948,0.526742301458671,0.030508474576271188
744282,0,가구,수납침대,450000.0,606,112,278,268,202757000,504.0,41.0,394.0,268,10,,,,,,,0.15598885793871867,0.09425287356321839,0.03731343283582089
3052786,0,패브릭,매트,35900.0,1267,45,1208,1176,46771200,1220.0,1167.0,49.0,1176,30,,,,,,,0.03429878048780488,0.959703947368421,0.025510204081632654
2436779,0,패브릭,담요,20900.0,457,12,434,425,9722500,446.0,446.0,0.0,425,8,0.7591822401672418,0.6397658278224323,0.0483531325745652,0.9209619767479698,0.8229245334264045,89.0,0.0255863539445629,1.0,0.018823529411764704
1939939,0,가구,서랍/수납장,121900.0,739,107,473,452,93563900,634.0,277.0,287.0,452,21,,,,,,,0.12647754137115838,0.49113475177304966,0.046460176991150445
2729267,0,가구,서랍/수납장,99000.0,967,91,761,727,119034600,,,,727,33,,,,,,,0.08601134215500945,,0.0453920220082531
3594562,0,가구,서랍/수납장,99900.0,390,61,386,368,69766500,338.0,126.0,185.0,368,17,,,,,,,0.1352549889135255,0.40514469453376206,0.04619565217391304
2560388,0,가구,서랍/수납장,89000.0,454,50,437,427,50495000,406.0,261.0,106.0,427,9,,,,,,,0.0992063492063492,0.7111716621253406,0.02107728337236534
1588202,0,패브릭,커튼,25900.0,779,50,576,559,24089500,721.0,485.0,227.0,559,16,,,,,,,0.06031363088057901,0.6811797752808989,0.028622540250447227
1007697,0,패브릭,이불/이불커버,82900.0,305,10,218,211,41809600,292.0,285.0,0.0,211,7,,,,,,,0.031746031746031744,1.0,0.03317535545023697
115513,0,패브릭,매트/침대커버,19900.0,346,13,306,291,9474900,333.0,332.0,0.0,291,14,,,,,,,0.036211699164345405,1.0,0.048109965635738834
1525675,0,패브릭,매트/침대커버,22900.0,290,20,254,248,7828800,271.0,263.0,3.0,248,6,0.733803764974182,0.5880993935137405,0.0325186540998531,0.822168579152692,0.5922678694871784,89.0,0.06451612903225806,0.9887218045112782,0.024193548387096774
111255,0,가구,독립스프링매트리스,319700.0,1711,67,1350,1304,543020100,1652.0,1339.0,288.0,1304,45,,,,,,,0.03768278965129359,0.8229870928088506,0.03450920245398773
309103,0,패브릭,베개/베개솜,10900.0,4123,52,3358,3274,60175800,4070.0,4039.0,9.0,3274,78,,,,,,,0.012455089820359281,0.9977766798418972,0.023824068417837508
3918631,1,패브릭,베개/베개솜,9900.0,319,12,295,286,4967100,306.0,302.0,1.0,286,9,,,,,,,0.03625377643504532,0.9966996699669967,0.03146853146853147
3017208,0,패브릭,이불/이불커버,24900.0,1575,53,1251,1201,67954880,1519.0,1515.0,4.0,1201,48,,,,,,,0.032555282555282554,0.9973666886109283,0.03996669442131557
1895028,0,패브릭,매트/침대커버,25900.0,1481,50,1017,986,41848800,1429.0,1344.0,0.0,986,28,,,,,,,0.032658393207054215,1.0,0.028397565922920892
2891037,0,가구,입식화장대,139000.0,262,12,244,243,34529100,251.0,155.0,64.0,243,1,,,,,,,0.043795620437956206,0.7077625570776256,0.00411522633744856
1951912,0,패브릭,이불/이불커버,29900.0,1771,52,1027,993,64206100,1707.0,1692.0,1.0,993,31,,,,,,,0.02852441031267142,0.9994093325457767,0.03121852970795569
3173481,0,패브릭,러그/카페트,42000.0,391,28,389,376,39833000,361.0,323.0,34.0,376,13,,,,,,,0.06682577565632458,0.9047619047619048,0.034574468085106384
1400857,0,패브릭,러그/카페트,45800.0,620,35,616,606,43465600,582.0,566.0,9.0,606,10,,,,,,,0.05343511450381679,0.9843478260869565,0.0165016501650165
3640244,1,패브릭,이불/이불커버,40900.0,1594,76,1006,974,103598300,1512.0,1483.0,28.0,974,28,,,,,,,0.045508982035928146,0.9814692256783587,0.028747433264887063
400891,0,패브릭,이불/이불커버,21100.0,650,39,489,453,32026300,614.0,612.0,0.0,453,27,,,,,,,0.05660377358490566,1.0,0.059602649006622516
197206,0,패브릭,매트/침대커버,24900.0,909,48,834,811,32750300,859.0,824.0,23.0,811,21,,,,,,,0.050156739811912224,0.9728453364817001,0.025893958076448828
3611067,0,가구,입식화장대,169000.0,2030,167,1329,1286,315702000,1866.0,602.0,971.0,1286,41,,,,,,,0.0760127446517979,0.38270820089001906,0.03188180404354588
2410504,0,가구,입식화장대,109000.0,377,58,309,299,36515000,327.0,85.0,218.0,299,8,,,,,,,0.13333333333333333,0.28052805280528054,0.026755852842809364
3918642,1,패브릭,이불/이불커버,29900.0,884,20,583,563,33009900,855.0,841.0,9.0,563,18,,,,,,,0.022123893805309734,0.9894117647058823,0.03197158081705151
2356706,0,패브릭,매트/침대커버,30900.0,530,9,408,401,16401100,520.0,503.0,0.0,401,6,0.7426084532809091,0.6368463190982401,0.025307039329833,0.96671707404654,0.7407399953033131,89.0,0.016697588126159554,1.0,0.014962593516209476
1987262,0,패브릭,러그/카페트,31900.0,439,41,428,415,27781900,393.0,352.0,34.0,415,12,,,,,,,0.08541666666666667,0.9119170984455959,0.02891566265060241
3518936,0,패브릭,러그/카페트,26800.0,253,16,228,222,21897200,235.0,226.0,5.0,222,6,,,,,,,0.05947955390334572,0.9783549783549783,0.02702702702702703
2415771,0,패브릭,러그/카페트,28600.0,279,25,278,270,15866400,254.0,251.0,2.0,270,7,,,,,,,0.08223684210526316,0.9920948616600791,0.025925925925925925
1237984,0,패브릭,베개/베개솜,7900.0,1474,55,1045,1022,13131900,1418.0,1403.0,9.0,1022,22,,,,,,,0.03597122302158273,0.9936260623229461,0.021526418786692758
2082947,0,생활용품,욕실잡화,10900.0,386,5,361,352,4273800,381.0,376.0,0.0,352,7,,,,,,,0.01278772378516624,1.0,0.019886363636363636
3313426,0,패브릭,베개/베개솜,10900.0,1604,61,1102,1044,17624400,1542.0,1523.0,7.0,1044,51,,,,,,,0.03663663663663664,0.9954248366013072,0.04885057471264368
3903296,0,패브릭,패드/스프레드,32900.0,261,15,239,236,12704100,247.0,244.0,0.0,236,3,,,,,,,0.05434782608695652,1.0,0.012711864406779662
512383,0,패브릭,패드/스프레드,32900.0,343,3,250,245,11035700,340.0,334.0,2.0,245,4,,,,,,,0.008670520231213872,0.9940476190476191,0.0163265306122449
270042,0,패브릭,패드/스프레드,32900.0,1475,42,1088,1028,65196500,1425.0,1417.0,3.0,1028,54,,,,,,,0.027686222808174028,0.997887323943662,0.05252918287937743
3500843,0,패브릭,홈웨어,24900.0,233,9,201,192,6832200,224.0,223.0,0.0,192,8,,,,,,,0.0371900826446281,1.0,0.041666666666666664
1192456,0,가구,수납침대,329000.0,502,61,245,234,165685300,446.0,48.0,309.0,234,10,,,,,,,0.108348134991119,0.13445378151260504,0.042735042735042736
3592152,0,가구,일반소파,552900.0,251,31,251,234,188960900,220.0,18.0,159.0,234,16,,,,,,,0.1099290780141844,0.1016949152542373,0.06837606837606838
3959652,0,생활용품,수건/타월,40600.0,327,5,296,283,17706240,321.0,320.0,0.0,283,12,,,,,,,0.015060240963855422,1.0,0.04240282685512368
853866,0,가구,수납침대,379000.0,839,84,428,402,309072600,,,,402,24,,,,,,,0.09100758396533044,,0.05970149253731343
2993105,0,가구,수납침대,199000.0,1471,173,1078,996,332242200,,,,996,64,,,,,,,0.10523114355231143,,0.0642570281124498
3660207,0,가구,일반침대,439000.0,239,33,208,198,119889100,,,,198,9,,,,,,,0.1213235294117647,,0.045454545454545456
2858542,0,가구,책장/책꽂이,119000.0,674,144,451,449,63455000,566.0,229.0,258.0,449,2,0.6822851364017348,0.6862452158499464,0.0136073950283158,1.0,0.6735814628801478,89.0,0.17603911980440098,0.4702258726899384,0.004454342984409799
1603652,0,패브릭,매트,24900.0,304,3,294,290,7594500,301.0,299.0,1.0,290,4,,,,,,,0.009771986970684038,0.9966666666666667,0.013793103448275862
363773,0,가구,책장/책꽂이,59900.0,232,28,224,211,14564900,206.0,70.0,115.0,211,6,,,,,,,0.1076923076923077,0.3783783783783784,0.02843601895734597
3919919,0,패브릭,매트,27000.0,420,31,400,388,20120000,387.0,381.0,6.0,388,12,,,,,,,0.06873614190687362,0.9844961240310077,0.030927835051546393
2100156,0,패브릭,매트,24900.0,1304,19,1275,1260,32892900,1284.0,1278.0,0.0,1260,15,,,,,,,0.01436130007558579,1.0,0.011904761904761904
471090,0,패브릭,커튼,22100.0,866,66,477,417,89221500,803.0,735.0,10.0,417,51,,,,,,,0.07081545064377683,0.9865771812080537,0.1223021582733813
2204102,0,가구,서랍/수납장,209000.0,266,22,229,216,80207000,247.0,135.0,73.0,216,12,,,,,,,0.0763888888888889,0.6490384615384616,0.05555555555555555
3104792,0,패브릭,커튼,32000.0,587,40,287,271,22859700,544.0,528.0,14.0,271,14,,,,,,,0.06379585326953748,0.974169741697417,0.05166051660516605
339426,0,패브릭,커튼,23900.0,1199,91,812,769,62097100,1100.0,1089.0,0.0,769,41,,,,,,,0.07054263565891473,1.0,0.053315994798439535
1456405,0,패브릭,커튼,20900.0,391,51,359,323,26651700,341.0,322.0,15.0,323,29,,,,,,,0.11538461538461539,0.9554896142433235,0.08978328173374613
1939934,0,가구,서랍/수납장,99900.0,982,125,667,633,108077600,861.0,394.0,373.0,633,33,,,,,,,0.11291779584462511,0.5136897001303781,0.052132701421800945
2553499,0,가구,서랍/수납장,139000.0,402,39,329,314,69902100,364.0,91.0,218.0,314,15,,,,,,,0.08843537414965986,0.29449838187702265,0.04777070063694268
502181,0,가구,서랍/수납장,139000.0,825,70,763,747,112184000,754.0,151.0,516.0,747,15,,,,,,,0.0782122905027933,0.22638680659670166,0.020080321285140562
2090211,0,가구,서랍/수납장,144900.0,241,37,240,229,38759600,,,,229,11,,,,,,,0.13309352517985612,,0.048034934497816595
2541179,0,가구,서랍/수납장,179000.0,370,22,331,325,63150000,351.0,68.0,239.0,325,6,,,,,,,0.05612244897959184,0.22149837133550487,0.018461538461538463
2397719,0,가구,서랍/수납장,129000.0,248,8,222,222,33826000,241.0,55.0,167.0,222,0,,,,,,,0.03125,0.24774774774774774,0.0
2723591,0,가구,서랍/수납장,143000.0,623,30,444,432,113078000,591.0,449.0,98.0,432,12,,,,,,,0.045941807044410414,0.8208409506398537,0.027777777777777776
3187161,0,가구,책상,164000.0,275,24,210,206,39449000,250.0,183.0,56.0,206,4,,,,,,,0.0802675585284281,0.7656903765690377,0.019417475728155338
3834567,0,가구,책상,135000.0,356,19,203,198,34233400,336.0,327.0,1.0,198,5,,,,,,,0.050666666666666665,0.9969512195121951,0.025252525252525252
3296133,0,가구,거실장/TV장,299900.0,237,18,237,233,71985300,219.0,173.0,30.0,233,4,,,,,,,0.07058823529411765,0.8522167487684729,0.017167381974248927
3270657,0,가구,책상,145000.0,3139,470,2232,2105,512080400,,,,2105,115,,,,,,,0.13022998060404545,,0.05463182897862233
3554587,0,가구,책상,89000.0,641,78,636,614,71739000,,,,614,21,,,,,,,0.10848400556328233,,0.03420195439739414
3001012,0,가구,책상,89000.0,381,53,377,359,46222000,,,,359,17,,,,,,,0.12211981566820276,,0.04735376044568245
3058437,0,가구,책상,149000.0,1050,101,920,884,169318000,,,,884,34,,,,,,,0.08774978279756733,,0.038461538461538464
3768801,0,가구,일반침대,199000.0,512,86,391,365,126716100,,,,365,26,,,,,,,0.14381270903010032,,0.07123287671232877
