product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_rate_norm,delivery_ontime_norm,cancel_rate_norm,review_cnt_cum,avg_stars_cum,scrap_cnt_cum,stylingshot_cnt_cum,is_new,days_since_launch,pref_rate,newness,ugc_per_buyer,review_per_buyer,rating,pref_rate_norm,rating_norm,ugc_per_buyer_norm,review_per_buyer_norm,newness_norm,score,rank,s,r
2472958,1,가구,옷장/붙박이장,126,11,113,108,51265300,0,0,0,108,5,0.0802919708029197,,0.0462962962962962,0.3470557835288818,,0.7365455200823107,78,5,3184,4.0,0,901,1.0,0.5,29.51851851851852,0.7222222222222222,5,1.0,1.0,0.1526350943202998,0.0843066059615758,0.2857142857142857,0.6153199183461081,7.0,0.6015385577410925,7.0
3640320,1,패브릭,베개/베개솜,4623,267,3240,3051,75556100,4336,4177,147,3051,171,0.054601226993865,0.9660037002775208,0.0560471976401179,0.6057210900922844,0.5322828899667471,0.7353632249049666,968,5,12843,603.0,1,292,0.0,1.0,4.407079646017699,0.317273025237627,5,,,0.0259853133027957,0.0268685576562206,1.0,0.562001714123587,4.0,0.7711442180184569,3.0
3640153,1,패브릭,베개/베개솜,635,21,468,443,14078200,610,597,13,443,21,0.0320121951219512,0.978688524590164,0.0474040632054176,0.5123118023484582,0.7067992172500374,0.8755704055672882,149,5,2188,113.0,1,292,0.0,1.0,5.194130925507901,0.3363431151241535,5,,,0.0492463879156116,0.0305075984323185,1.0,0.5366689393393305,5.0,0.7524623604696916,4.0
3918631,1,패브릭,베개/베개솜,319,12,295,286,4967100,306,302,1,286,9,0.0362537764350453,0.9966996699669968,0.0314685314685314,0.3400911015589915,0.954594445931079,0.8492434624370545,60,5,1288,45.0,1,117,0.0,1.0,4.660839160839161,0.2097902097902098,5,,,0.033485102912181,0.006358200837226,1.0,0.4810116608426381,7.0,0.7180182203117983,5.0
3508389,1,패브릭,베개/베개솜,168,9,155,141,5085500,158,148,10,141,12,0.0508474576271186,0.9367088607594936,0.0851063829787234,0.9197735701737264,0.1292479188048803,0.7586623827773535,59,5,498,44.0,1,364,0.0,1.0,3.8439716312056738,0.4184397163120567,5,,,0.0093428175862505,0.046173643064489,1.0,0.6564837171171918,2.0,0.8339547140347453,1.0
3508407,1,패브릭,베개/베개솜,84,2,81,81,2677800,81,78,3,81,0,0.0232558139534883,0.9629629629629628,0.0,0.0,0.4904487821154478,0.929920123757792,28,5,304,21.0,1,364,0.0,1.0,4.012345679012346,0.345679012345679,5,,,0.0143190642311066,0.0322891165516743,1.0,0.379660818078278,16.0,0.65,7.0
3814530,1,패브릭,베개/베개솜,43,9,35,34,855700,34,34,0,34,1,0.173076923076923,1.0,0.0294117647058823,0.3178629249865083,1.0,0.0,6,5,308,6.0,1,188,0.0,1.0,9.235294117647058,0.1764705882352941,5,,,0.1686818058921914,0.0,1.0,0.4872270580851716,6.0,0.7135725849973016,6.0
3395897,1,가구,사이드테이블,229,39,229,216,81550000,0,0,0,216,13,0.1455223880597015,,0.0601851851851851,0.8157637451115712,,0.0,95,5,6166,355.0,1,427,1.0,0.7,30.189814814814813,0.4398148148148148,5,1.0,,0.0692494133280824,0.0407878090501068,0.5714285714285714,0.7303344513427328,1.0,0.7216891212300114,1.0
3164222,1,가구,사이드테이블,158,16,157,151,32870000,0,0,0,151,5,0.0919540229885057,,0.0331125827814569,0.4180823495537,,0.3998782286525389,75,5,6384,646.0,0,554,1.0,0.7,46.55629139072848,0.4966887417218543,5,1.0,,0.1207432087400708,0.0536220856990994,0.5714285714285714,0.6136047224459708,4.0,0.6248434621111428,4.0
3395883,1,가구,사이드테이블,117,19,117,110,29500000,0,0,0,110,6,0.1397058823529411,,0.0545454545454545,0.7329192546583851,,0.0434191709206626,54,5,4935,138.0,1,428,1.0,0.7,46.11818181818182,0.4909090909090909,5,1.0,,0.1193647859260882,0.0523178388939364,0.5714285714285714,0.7079868728366772,2.0,0.7034837672466151,2.0
3164220,1,가구,사이드테이블,51,7,50,47,10070000,0,0,0,47,2,0.1206896551724138,,0.0425531914893617,0.5567596141139157,,0.1853718930262771,32,5,2990,234.0,0,554,1.0,0.7,68.59574468085107,0.6808510638297872,5,1.0,,0.1900858735127598,0.0951804995240738,0.5714285714285714,0.6586750350526699,3.0,0.6629799114898313,3.0
