product_id,is_pb,cate_d1,cate_d3,normal_rows,cancel_rows,orders,buyers,gmv,deliv_total,deliv_normal,deliv_delay,total_buyers,repeat_buyers,cancel_rate,delivery_ontime,rebuy_rate,rebuy_rate_norm,delivery_ontime_norm,cancel_rate_norm,review_cnt_cum,avg_stars_cum,scrap_cnt_cum,stylingshot_cnt_cum,is_new,days_since_launch,pref_rate,newness,ugc_per_buyer,review_per_buyer,rating,pref_rate_norm,rating_norm,ugc_per_buyer_norm,review_per_buyer_norm,newness_norm,score,rank,s,r
3832724,1,패브릭,실내화/거실화,498,35,315,302,7017600,463,460,3,302,9,0.0656660412757973,0.9935205183585312,0.0298013245033112,0.1932438258752126,0.8419367884832152,0.0,126,5,1937,97.0,1,176,0.0,1.0,6.735099337748345,0.4172185430463576,5,,,0.0607714639439126,0.0039398479245356,1.0,0.4394442789494086,9.0,0.6886487651750426,3.0
4012257,1,패브릭,홈웨어,248,6,179,165,6349500,240,227,1,165,12,0.0236220472440944,0.9956140350877192,0.0727272727272727,0.7532467532467533,0.9749122807017544,0.9209762538827272,65,5,804,96.0,1,47,0.0,1.0,5.454545454545454,0.3939393939393939,5,,1.0,0.0465025816713569,0.0729797979797979,1.0,0.7379222639391414,4.0,0.9506493506493506,4.0
3104941,1,가구,식탁세트,73,14,72,65,77120000,0,0,0,65,5,0.160919540229885,,0.0769230769230769,1.0,,0.1554478589720683,51,5,2201,279.0,0,518,1.0,0.7,38.15384615384615,0.7846153846153846,5,1.0,1.0,0.2970676115429804,0.8636807805440833,0.3999999999999999,0.8298533805771491,1.0,0.7948533805771489,1.0
3694022,1,패브릭,매트,765,37,673,644,30756200,728,713,12,644,25,0.0461346633416458,0.983448275862069,0.0388198757763975,0.5915424381408919,0.9141751426445052,0.2906546154828167,206,5,7390,170.0,1,264,0.0,1.0,11.73913043478261,0.3198757763975155,5,,,0.0425038204477184,0.0385516529699501,1.0,0.5605682787840344,2.0,0.7683084876281784,1.0
3602793,1,가구,깔판,335,63,257,234,59465960,0,0,0,234,16,0.1582914572864321,,0.0683760683760683,1.0,,0.0,76,5,3772,51.0,1,289,1.0,1.0,16.337606837606838,0.3247863247863248,5,1.0,,0.0,0.0,1.0,0.8250000000000001,1.0,0.8500000000000001,1.0
3531815,1,가구,거실장/TV장,50,6,31,30,7010000,0,0,0,30,1,0.1071428571428571,,0.0333333333333333,0.9444207417131604,,0.4309218371036515,18,5,884,58.0,1,329,1.0,1.0,31.4,0.6,5,1.0,1.0,0.3079836328831873,0.0505267684368952,1.0,0.8737254041581074,1.0,0.9015043670724495,1.0
4033595,1,생활용품,욕실잡화,95,1,94,93,1277100,94,94,0,93,1,0.0104166666666666,1.0,0.010752688172043,0.01458502226262,1.0,0.7174867632126107,20,5,318,32.0,1,34,0.0,1.0,3.763440860215054,0.2150537634408602,5,,,0.0227162385355769,0.0,1.0,0.3816471305323437,20.0,0.652917004452524,5.0
3640244,1,패브릭,이불/이불커버,4089,219,2427,2295,218038800,3846,3672,173,2295,114,0.0508356545961002,0.9550065019505852,0.049673202614379,0.4287171034372701,0.854817905804836,0.5748290706507977,805,5,21433,867.0,1,292,0.0,1.0,9.71677559912854,0.3507625272331154,5,,,0.1187724194160675,0.0870740339307034,1.0,0.5241997763658581,4.0,0.735743420687454,2.0
3640123,1,패브릭,이불/이불커버,1201,88,796,742,90463500,1108,1085,13,742,46,0.0682699767261443,0.98816029143898,0.0619946091644204,0.6344724120269427,0.962127907601032,0.4290147401086114,260,5,6678,528.0,1,292,0.0,1.0,9.711590296495958,0.3504043126684636,5,,,0.118685195154309,0.0869711414416527,1.0,0.585907357267679,1.0,0.7768944824053885,1.0
3918642,1,패브릭,이불/이불커버,994,21,690,665,36244900,964,950,9,665,23,0.0206896551724137,0.9906152241918664,0.0345864661654135,0.1767835193078237,0.9700738722158468,0.8269592476489028,194,5,4240,369.0,1,117,0.0,1.0,6.930827067669173,0.2917293233082706,5,,,0.0719087508566377,0.0701175115336717,1.0,0.4422376820313781,11.0,0.6853567038615648,6.0
3707436,1,패브릭,이불/이불커버,654,46,409,394,49003800,606,561,45,394,15,0.0657142857142857,0.9257425742574258,0.0380710659898477,0.2349728915419186,0.7600983524211741,0.4503896103896104,39,5,4221,57.0,1,258,0.0,1.0,10.857868020304569,0.098984771573604,5,,,0.1379672381350115,0.0147541381928725,1.0,0.460764005095364,9.0,0.6969945783083837,4.0
4037745,1,패브릭,이불/이불커버,134,0,128,125,5422400,133,127,3,125,3,0.0,0.9769230769230768,0.024,0.0,0.925756031912194,1.0,18,5,291,41.0,1,30,0.0,1.0,2.656,0.144,5,,,0.0,0.0276841788864361,1.0,0.3777684178886436,22.0,0.65,8.0
3508402,1,패브릭,이불/이불커버,81,11,68,66,11025000,70,67,2,66,2,0.1195652173913043,0.9710144927536232,0.0303030303030303,0.1052543749597889,0.9066315159029756,0.0,29,5,597,31.0,1,364,0.0,1.0,9.515151515151516,0.4393939393939394,5,,,0.115380811804369,0.1125322578702151,1.0,0.4293676194553951,14.0,0.6710508749919578,7.0
3707457,1,패브릭,이불/이불커버,77,6,44,42,6706300,70,64,6,42,2,0.072289156626506,0.9142857142857144,0.0476190476190476,0.39441474572844,0.7230155427902121,0.3953997809419496,2,5,493,4.0,1,258,0.0,1.0,11.833333333333334,0.0476190476190476,5,,,0.1543759702435886,0.0,1.0,0.5087620207428909,6.0,0.728882949145688,3.0
3607491,1,가구,독립스프링매트리스,1726,219,1222,1117,508638400,0,0,0,1117,88,0.1125964010282776,,0.0787824529991047,0.4851036595063923,,0.2970253428771733,296,5,6267,169.0,1,289,1.0,1.0,5.761862130707252,0.2649955237242614,5,1.0,,0.0,0.0008895661348341,1.0,0.6705310978519178,2.0,0.7212759148765981,2.0
3121605,1,가구,독립스프링매트리스,1150,203,765,656,996454500,0,0,0,656,93,0.1500369549150036,,0.1417682926829268,1.0,,0.0,280,5,7034,327.0,0,568,1.0,0.7,11.221036585365852,0.4268292682926829,5,1.0,,0.0857041404877802,0.0109129389945304,0.5714285714285714,0.7864280641672463,1.0,0.7685709213101034,1.0
3116283,1,가구,일반소파,355,96,275,237,377654000,0,0,0,237,32,0.212860310421286,,0.1350210970464135,0.6103660583374142,,0.2416130351165387,100,5,8621,375.0,0,553,1.0,0.7,37.957805907173,0.4219409282700422,5,1.0,1.0,0.3836331490809094,0.0197822961264951,0.5714285714285714,0.7344343320981268,2.0,0.7360588863241133,3.0
3116271,1,가구,일반소파,293,84,210,187,372654000,0,0,0,187,20,0.2228116710875331,,0.106951871657754,0.4685151296197505,,0.1987582166355878,87,5,7602,331.0,0,553,1.0,0.7,42.42245989304813,0.46524064171123,5,1.0,1.0,0.4385022825469766,0.0271991532683469,0.5714285714285714,0.6946225101561312,4.0,0.7033396108180008,4.0
3955208,1,가구,일반소파,104,22,83,66,110123000,0,0,0,66,14,0.1746031746031746,,0.2121212121212121,1.0,,0.4063646370403934,23,5,4204,41.0,1,91,1.0,1.0,64.31818181818181,0.3484848484848485,5,1.0,1.0,0.707593525103944,0.0071999207094556,1.0,0.9103796762551972,1.0,0.9353796762551971,1.0
3736091,1,가구,일반소파,106,39,73,62,134620000,0,0,0,62,9,0.2689655172413793,,0.1451612903225806,0.6616106443095678,,0.0,19,4,3824,28.0,1,181,1.0,1.0,62.12903225806452,0.3064516129032258,4,1.0,0.0,0.6806895948618081,0.0,1.0,0.7075176730359607,3.0,0.7494371408204824,2.0
3395932,1,가구,선반,108,15,108,108,33060000,0,0,0,108,0,0.1219512195121951,,0.0,0.0,,0.3925891181988743,44,5,3993,70.0,1,427,1.0,0.7,37.62037037037037,0.4074074074074074,5,1.0,,0.0641127678080901,0.0290370331306659,1.0,0.5282056383904046,2.0,0.6032056383904045,2.0
3395935,1,가구,선반,31,6,31,30,10850000,0,0,0,30,1,0.1621621621621621,,0.0333333333333333,0.2692307692307692,,0.1368243243243243,16,5,3120,71.0,1,427,1.0,0.7,106.36666666666666,0.5333333333333333,5,1.0,,0.2689380162590046,0.0403878733544716,1.0,0.6192161315821809,1.0,0.6807545931206425,1.0
1243313,1,가구,수납침대,10081,1146,7091,6573,2476989800,0,0,0,6573,449,0.1020753540571835,,0.0683097520158223,0.4242805341278989,,0.5840612122052709,8478,5,135240,4424.0,0,1520,1.0,0.3,21.248136315228965,1.2898219990871749,5,1.0,,0.1793750137620512,0.3272944858717763,0.0,0.5612529109264722,6.0,0.5150388842200773,6.0
3652507,1,가구,수납침대,719,99,456,433,201086820,0,0,0,433,21,0.1210268948655256,,0.0484988452655889,0.2544900727025701,,0.4358949074093722,136,5,7224,63.0,1,282,1.0,1.0,16.829099307159353,0.3140877598152425,5,1.0,,0.1265587167006803,0.0514176449490809,1.0,0.607674957645805,5.0,0.6699504540106765,5.0
3748221,1,가구,수납침대,759,162,357,310,430678200,0,0,0,310,42,0.1758957654723127,,0.1354838709677419,1.0,,0.006920931712716,91,5,6738,84.0,1,181,1.0,1.0,22.006451612903227,0.2935483870967741,5,1.0,,0.188438392492532,0.045610390235612,1.0,0.8344219196246266,1.0,0.8594219196246267,1.0
3858646,1,가구,수납침대,508,68,355,324,177652360,0,0,0,324,27,0.1180555555555555,,0.0833333333333333,0.5530409607111545,,0.4591253333839863,107,5,6250,62.0,1,125,1.0,1.0,19.48148148148148,0.3302469135802469,5,1.0,,0.1582599684855071,0.0559864466916536,1.0,0.6988252866376218,3.0,0.7461732386020641,3.0
3898593,1,가구,수납침대,312,67,141,121,186374900,0,0,0,121,15,0.1767810026385224,,0.1239669421487603,0.9012935307287476,,0.0,16,5,3436,19.0,1,90,1.0,1.0,28.553719008264466,0.1322314049586777,5,1.0,,0.266691283125074,0.0,1.0,0.808722623374878,2.0,0.8386579468384405,2.0
3865828,1,가구,수납침대,82,9,43,40,83401500,0,0,0,40,3,0.0989010989010989,,0.075,0.4816196709278854,,0.6088780680858952,10,5,386,3.0,1,158,1.0,1.0,9.725,0.25,5,1.0,,0.0416505752492212,0.0332976200406241,1.0,0.6715684300408268,4.0,0.7224874464944324,4.0
3764909,1,패브릭,커튼,1115,79,859,815,47924680,1023,993,24,815,40,0.0661641541038526,0.976401179941003,0.0490797546012269,0.1049126980295296,0.8183900015525539,0.8213665780378898,239,5,4607,225.0,1,230,0.0,1.0,5.928834355828221,0.2932515337423312,5,,,0.0,0.0,1.0,0.4064738094088589,5.0,0.6709825396059059,1.0
3640346,1,패브릭,패드/스프레드,3186,158,2690,2546,132742800,3016,2915,95,2546,123,0.0472488038277511,0.96843853820598,0.0483110761979575,0.2876350457210794,0.7707799320528022,0.0613237639553428,641,5,13631,341.0,1,292,0.0,1.0,5.487824037706206,0.2517674783974862,5,,,0.0259966190993353,0.0323814233759197,1.0,0.4671283179638493,5.0,0.7075270091442158,3.0
3640185,1,패브릭,패드/스프레드,566,30,497,465,28529200,530,518,12,465,26,0.0503355704697986,0.9773584905660376,0.0559139784946236,0.3768890291032416,0.8373859525459604,0.0,138,5,2686,88.0,1,292,0.0,1.0,5.965591397849463,0.2967741935483871,5,,,0.0343063518290198,0.0400468640162461,1.0,0.495502030315499,3.0,0.7253778058206484,2.0
4037734,1,패브릭,패드/스프레드,152,0,150,146,6444100,150,146,1,146,4,0.0,0.9931972789115646,0.0273972602739726,0.0421180962588337,0.9556554923983158,1.0,9,5,563,20.0,1,30,0.0,1.0,3.993150684931507,0.0616438356164383,5,,,0.0,0.0,1.0,0.3876354288776501,11.0,0.6584236192517667,4.0
3508395,1,패브릭,패드/스프레드,175,9,149,132,19263700,165,151,14,132,10,0.0489130434782608,0.9151515151515152,0.0757575757575757,0.6098421871527007,0.372881332786952,0.0282608695652173,69,5,538,50.0,1,364,0.0,1.0,4.454545454545454,0.5227272727272727,5,,,0.0080249668315906,0.0785306749350719,1.0,0.5666082203224764,1.0,0.7719684374305401,1.0
3814509,1,패브릭,패드/스프레드,49,2,43,42,2138800,47,44,3,42,1,0.0392156862745098,0.9361702127659576,0.0238095238095238,0.0,0.529829682681276,0.2209150326797385,14,5,356,12.0,1,188,0.0,1.0,8.761904761904763,0.3333333333333333,5,,,0.0829421914074646,0.0462735329687189,1.0,0.3879215724376184,10.0,0.65,5.0
3920046,1,생활용품,수건/타월,3399,57,2615,2526,143483600,3335,3292,16,2526,83,0.0164930555555555,0.9951632406287788,0.0328582739509105,0.0,0.9862850790884196,0.8139180617164365,872,5,11819,579.0,1,117,0.0,1.0,4.908155186064925,0.3452098178939034,5,,1.0,0.0195762334100635,0.0,1.0,0.5019576233410064,15.0,0.8,2.0
3104973,1,가구,식탁/테이블,1556,250,1388,1269,546320000,0,0,0,1269,107,0.1384274640088593,,0.0843183609141055,0.5717196464674308,,0.4755003699789514,732,5,27916,1190.0,0,568,1.0,0.7,22.93617021276596,0.5768321513002365,5,1.0,,0.1288492224039463,0.1733392240646926,0.5714285714285714,0.6601012122032838,4.0,0.6636580870227693,5.0
3104998,1,가구,식탁/테이블,391,71,323,296,165232000,0,0,0,296,24,0.1536796536796536,,0.081081081081081,0.5464754878335126,,0.4032496251700155,222,5,15817,757.0,0,568,1.0,0.7,55.99324324324324,0.75,5,1.0,,0.4510006852397512,0.2609924895206488,0.5714285714285714,0.6686355377548985,3.0,0.6734546205060801,3.0
3603463,1,가구,식탁/테이블,239,22,237,229,36078000,0,0,0,229,8,0.0842911877394636,,0.0349344978165938,0.1866265626778323,,0.7319478943062872,67,5,5713,114.0,1,289,1.0,1.0,25.44541484716157,0.2925764192139738,5,1.0,,0.1533025921514182,0.0294560302211673,1.0,0.5886530984109206,6.0,0.654321770277029,6.0
3104930,1,가구,식탁/테이블,298,71,208,179,171580000,0,0,0,179,24,0.1924119241192411,,0.1340782122905028,0.9597446694918936,,0.2197720099683164,103,5,5494,462.0,0,553,1.0,0.7,33.273743016759774,0.5754189944134078,5,1.0,,0.2295920860539697,0.1726239191356185,0.5714285714285714,0.7815458622931237,2.0,0.7657014859613862,2.0
3603645,1,가구,식탁/테이블,94,17,94,90,15105000,0,0,0,90,4,0.1531531531531531,,0.0444444444444444,0.2607846872936037,,0.405743696906797,30,5,1553,24.0,1,282,1.0,1.0,17.522222222222222,0.3333333333333333,5,1.0,,0.0760886146132133,0.0500861682017098,1.0,0.6070398369187417,5.0,0.6690006025540616,4.0
3749463,1,가구,식탁/테이블,153,48,91,79,69858000,0,0,0,79,11,0.2388059701492537,,0.1392405063291139,1.0,,0.0,28,5,1955,65.0,1,202,1.0,1.0,25.56962025316456,0.3544303797468354,5,1.0,,0.1545130124811033,0.0607649692811497,1.0,0.8327256506240552,1.0,0.8577256506240553,1.0
3615707,1,가구,전신거울,255,16,255,250,51185000,0,0,0,250,5,0.059040590405904,,0.02,0.3500464499004644,,0.657750065019342,81,5,8528,56.0,1,289,1.0,1.0,34.336,0.324,5,1.0,,0.1275231793158715,0.0073753086808122,1.0,0.6363900939359329,2.0,0.6938877714409097,2.0
3615705,1,가구,전신거울,59,7,59,56,6006000,0,0,0,56,3,0.106060606060606,,0.0535714285714285,1.0,,0.1669366535535588,24,5,1936,44.0,1,289,1.0,1.0,35.357142857142854,0.4285714285714285,5,1.0,,0.132670231032509,0.0197783967129551,1.0,0.8316335115516256,1.0,0.8566335115516256,1.0
2237720,1,가구,서랍/수납장,4602,530,3571,3222,1013701800,0,0,0,3222,278,0.103273577552611,,0.0862818125387957,0.7119119198748419,,0.6580835070361302,4004,5,88034,4129.0,0,1020,1.0,0.5,28.604283054003723,1.2427063935443825,5,1.0,1.0,0.3336969200806888,0.4866634224278756,0.2857142857142857,0.7338298505379156,7.0,0.7018056831156021,9.0
2840770,1,가구,서랍/수납장,823,107,578,524,187670900,0,0,0,524,44,0.1150537634408602,,0.0839694656488549,0.6886689704826714,,0.604052534661668,313,5,9839,235.0,0,698,1.0,0.7,19.22519083969466,0.5973282442748091,5,1.0,1.0,0.1964570027504571,0.1870989155372506,0.5714285714285714,0.7485663984251814,6.0,0.746275807043905,7.0
2846233,1,가구,서랍/수납장,761,127,563,520,249699120,0,0,0,520,40,0.143018018018018,,0.0769230769230769,0.6178409916602501,,0.4757917516091682,227,5,10709,211.0,0,698,1.0,0.7,21.0,0.4365384615384615,5,1.0,1.0,0.2224269641146963,0.1124652886737148,0.5714285714285714,0.728616502846667,8.0,0.7298673104065116,8.0
3652511,1,가구,서랍/수납장,560,94,310,278,68558000,0,0,0,278,25,0.1437308868501529,,0.0899280575539568,0.7485627739173387,,0.472522109131445,54,5,7891,47.0,1,281,1.0,1.0,28.55395683453237,0.1942446043165467,5,1.0,1.0,0.3329605197935423,0.0,1.0,0.8162168581648785,5.0,0.8537887194690117,4.0
3531822,1,가구,서랍/수납장,281,42,160,145,54770000,0,0,0,145,15,0.1300309597523219,,0.1034482758620689,0.8844635556182151,,0.5353581619388481,62,5,4714,149.0,1,337,1.0,1.0,33.53793103448276,0.4275862068965517,5,1.0,1.0,0.4058887085295123,0.1083099299117266,1.0,0.86063350211194,3.0,0.8914103243310294,3.0
3752134,1,가구,서랍/수납장,104,20,98,87,41880000,0,0,0,87,10,0.1612903225806451,,0.1149425287356321,1.0,,0.3919840432753058,21,5,1047,35.0,1,181,1.0,1.0,12.436781609195402,0.2413793103448276,5,1.0,1.0,0.0971253509967664,0.021878467662373,1.0,0.8798562675498384,1.0,0.9048562675498383,1.0
3531836,1,가구,서랍/수납장,152,25,84,76,46730000,0,0,0,76,8,0.1412429378531073,,0.1052631578947368,0.9027061520995496,,0.4839333300411702,41,5,2578,95.0,1,329,1.0,1.0,35.171052631578945,0.5394736842105263,5,1.0,1.0,0.4297854213301133,0.1602446243334874,1.0,0.8673011166963704,2.0,0.8971658090913931,2.0
3116516,1,가구,서랍/수납장,58,19,56,50,36600000,0,0,0,50,5,0.2467532467532467,,0.1,0.8498026223036798,,0.0,37,5,3470,237.0,0,568,1.0,0.7,74.14,0.74,5,1.0,1.0,1.0,0.2533227165745311,0.5714285714285714,0.8370836438339612,4.0,0.8267363698616342,5.0
3752133,1,가구,서랍/수납장,39,6,37,35,17300000,0,0,0,35,2,0.1333333333333333,,0.0571428571428571,0.4190167368230246,,0.5202115031833388,16,5,483,13.0,1,181,1.0,1.0,14.17142857142857,0.4571428571428571,5,1.0,1.0,0.1225076374968203,0.1220292096338462,1.0,0.7068304029217484,9.0,0.7608795660805971,6.0
3764904,1,패브릭,담요,1388,56,1275,1207,34405200,1330,1239,91,1207,62,0.038781163434903,0.9315789473684212,0.0513670256835128,0.5117465477106361,0.5095117311350664,0.3699313874191158,475,5,5535,311.0,1,230,0.0,1.0,4.843413421706711,0.3935376967688483,5,,,0.0,0.0138839013664414,1.0,0.529912354449835,2.0,0.7523493095421272,1.0
3640060,1,패브릭,매트/침대커버,1915,37,1721,1672,40799600,1869,1822,40,1672,46,0.0189549180327868,0.9785177228786252,0.027511961722488,0.1138129200881153,0.8661116923827336,0.9007137318290539,501,5,7607,196.0,1,292,0.0,1.0,4.666866028708134,0.2996411483253589,5,,,0.0024791207170502,0.0028292088545328,1.0,0.4096747089835929,6.0,0.672762584017623,4.0
3640383,1,패브릭,매트/침대커버,1320,106,1079,1038,49489800,1209,1158,48,1038,40,0.0743338008415147,0.9601990049751244,0.0385356454720616,0.2915886938320999,0.7496538452429534,0.0,288,5,6897,216.0,1,292,0.0,1.0,6.8526011560693645,0.2774566473988439,5,,,0.0284819985854071,0.0008062827766286,1.0,0.4654054362858336,4.0,0.70831773876642,3.0
3640210,1,패브릭,매트/침대커버,365,16,294,275,23316800,349,343,6,275,16,0.0419947506561679,0.982808022922636,0.0581818181818181,0.6084168643354504,0.8933864781696657,0.5259807547374367,74,5,1622,68.0,1,292,0.0,1.0,6.1454545454545455,0.2690909090909091,5,,,0.0200693383684124,4.344072577066164e-05,1.0,0.5595363372100535,1.0,0.7716833728670901,1.0
3116503,1,가구,일반침대,380,110,182,156,243056600,0,0,0,156,23,0.2244897959183673,,0.1474358974358974,1.0,,0.2563458022183359,90,5,4973,181.0,0,568,1.0,0.7,33.03846153846154,0.5769230769230769,5,1.0,,0.1902784550254931,0.0921327374487538,0.5714285714285714,0.7916567798941319,1.0,0.773799637036989,1.0
3898584,1,가구,일반침대,172,28,77,70,90534300,0,0,0,70,7,0.14,,0.1,0.6352336048006859,,0.6038179827582457,12,5,1240,13.0,1,90,1.0,1.0,17.9,0.1714285714285714,5,1.0,,0.0466361338527761,0.0,1.0,0.7179018881328446,3.0,0.7611402078928102,3.0
3528498,1,가구,일반침대,133,17,59,56,124600900,0,0,0,56,3,0.1133333333333333,,0.0535714285714285,0.2782132141326311,,0.7134871411895216,19,5,739,9.0,1,357,1.0,1.0,13.357142857142858,0.3392857142857143,5,1.0,,0.0035309251036463,0.0381389583883391,1.0,0.6086405104949716,4.0,0.66972984978834,4.0
3146345,1,가구,일반침대,92,37,36,32,47836000,0,0,0,32,4,0.2868217054263566,,0.125,0.827475353621946,,0.0,24,5,3676,112.0,0,553,1.0,0.7,118.375,0.75,5,1.0,,1.0,0.1314576863598073,0.5714285714285714,0.780385463229441,2.0,0.7711545526912009,2.0
2004298,1,가구,옷장/붙박이장,7506,1043,4822,4492,2652884300,0,0,0,4492,284,0.1220025734003977,,0.0632235084594835,0.5779222353191251,,0.5607721430772259,3747,5,102890,1941.0,0,1132,1.0,0.5,23.33726625111309,0.8341495992876224,5,1.0,1.0,0.1059144871162613,0.1050600060319161,0.2857142857142857,0.6822438235229792,5.0,0.6569191403284514,5.0
2472954,1,가구,옷장/붙박이장,1204,185,963,900,399654100,0,0,0,900,57,0.1331893448524118,,0.0633333333333333,0.5794201121519775,,0.5136297746276393,715,5,20352,458.0,0,901,1.0,0.5,23.122222222222224,0.7944444444444444,5,1.0,1.0,0.1042890903243582,0.0976979380113835,0.2857142857142857,0.6826119167332397,4.0,0.6572123396970695,4.0
3538968,1,가구,옷장/붙박이장,514,176,334,304,648778000,0,0,0,304,28,0.2550724637681159,,0.0921052631578947,0.9718340126642074,,0.0,98,5,28515,71.0,1,337,1.0,1.0,94.03289473684212,0.3223684210526316,5,1.0,1.0,0.6402629567526236,0.0101663364145639,1.0,0.8985633516368934,1.0,0.9249716510036831,1.0
3538963,1,가구,옷장/붙박이장,398,112,246,223,401999000,0,0,0,223,21,0.2196078431372549,,0.0941704035874439,1.0,,0.1494520755945051,84,5,7245,52.0,1,337,1.0,1.0,32.7219730941704,0.3766816143497757,5,1.0,1.0,0.17684820461742,0.0202370041917132,1.0,0.883842410230871,2.0,0.9088424102308709,2.0
3538952,1,가구,옷장/붙박이장,273,60,191,179,217517500,0,0,0,179,12,0.1801801801801801,,0.0670391061452514,0.6299623167383224,,0.3156048768921385,73,5,5177,56.0,1,317,1.0,1.0,29.23463687150838,0.4078212290502793,5,1.0,1.0,0.1504893927134694,0.0260108630889711,1.0,0.7715131646571701,3.0,0.815015048820254,3.0
2472952,1,가구,옷장/붙박이장,128,16,117,111,37290500,0,0,0,111,6,0.1111111111111111,,0.054054054054054,0.4528621023789988,,0.6066700440398745,42,5,4914,6.0,0,901,1.0,0.5,44.32432432432432,0.3783783783783784,5,1.0,1.0,0.2645438479946879,0.0205516155373358,0.2857142857142857,0.6526572516848625,6.0,0.6335855751373413,6.0
